postcode,latitude,longitude
AB23 8ZG,57.229909,-2.090999
AB23 8ZH,57.23039684,-2.087322688
AB23 8ZJ,57.23061893,-2.090818133
AB23 8ZL,57.23086356,-2.08788696
AB23 8ZN,57.2298382,-2.089739598
AB23 8ZP,57.25057295,-2.086525338
AB23 8ZQ,57.24976475,-2.054058544
AB23 8ZR,57.24810122,-2.057867526
AB23 8ZS,57.24892798,-2.057123096
AB23 8ZT,57.24724765,-2.058280458
AB23 8ZU,57.24782272,-2.057916801
AB23 8ZW,57.24692341,-2.060086173
AB23 8ZX,57.2487382,-2.059575415
AB24 1AW,57.166527,-2.088164
AB24 1FR,57.16482,-2.089251
AB24 1GU,57.16474677,-2.091135623
AB24 1RF,57.16470332,-2.08910182
AB24 1RG,57.16469519,-2.08789481
AB24 1RN,57.16884221,-2.103713057
AB24 1RP,57.16799886,-2.10243745
AB24 1RQ,57.16942,-2.100175928
AB24 1RZ,57.16538687,-2.087912991
AB24 1SA,57.16787761,-2.096765427
AB24 1SB,57.16891102,-2.09628859
AB24 1SD,57.17027702,-2.095531467
AB24 1SE,57.16915361,-2.096223078
AB24 1SG,57.16906484,-2.094833818
AB24 1SH,57.16934349,-2.094603027
AB24 1SJ,57.17075422,-2.094077462
AB24 1SL,57.16964,-2.094455
AB24 1SN,57.167689,-2.096318
AB24 1SX,57.16464541,-2.094574463
AB24 1SY,57.16505961,-2.093269315
AB24 1SZ,57.16472955,-2.090276
AB24 1TA,57.16525853,-2.091517175
AB24 1TB,57.16570001,-2.089699468
AB24 1TD,57.16557282,-2.091666765
AB24 1TE,57.16507608,-2.09525347
AB24 1TF,57.1666967,-2.090280613
AB24 1TG,57.16735204,-2.09086095
AB24 1TH,57.16574106,-2.094941028
AB24 1TJ,57.16590344,-2.09403204
AB24 1TL,57.16630179,-2.08942
AB24 1TN,57.16677678,-2.091339051
AB24 1TP,57.16746793,-2.092084851
AB24 1TQ,57.16877966,-2.091790474
AB24 1TR,57.1689499,-2.092386194
AB24 1TS,57.16750341,-2.092696748
AB24 1TT,57.166892,-2.093455828
AB24 1TU,57.16639031,-2.091619189
AB24 1TW,57.16591369,-2.092328996
AB24 1TX,57.16699831,-2.095423778
AB24 1TY,57.16659415,-2.095323524
AB24 1TZ,57.167918,-2.090812736
AB24 1UA,57.16901778,-2.097628288
AB24 1UF,57.16875621,-2.098768
AB24 1UG,57.16474677,-2.091268
AB24 1UH,57.16798177,-2.10136259
AB24 1UJ,57.16943926,-2.09855543
AB24 1UL,57.16937687,-2.097926888
AB24 1UN,57.16944931,-2.09718295
AB24 1UP,57.168589,-2.094501879
AB24 1UQ,57.16851819,-2.093096154
AB24 1UR,57.16842942,-2.091657318
AB24 1US,57.16811495,-2.091739216
AB24 1UT,57.16815908,-2.093145
AB24 1UU,57.1679372,-2.100932544
AB24 1UW,57.17087866,-2.09581415
AB24 1UX,57.16827458,-2.094799
AB24 1UY,57.17011424,-2.096936651
AB24 1UZ,57.17052822,-2.095615
AB24 1WA,57.16669806,-2.088379091
AB24 1WB,57.168736,-2.090203181
AB24 1WD,57.16884369,-2.090203181
AB24 1WE,57.16810766,-2.089407673
AB24 1WF,57.167991,-2.089407673
AB24 1WG,57.16728166,-2.088793869
AB24 1WH,57.167416,-2.088959
AB24 1WS,57.17333145,-2.095241684
AB24 1WT,57.172568,-2.094843205
AB24 1WU,57.175265,-2.103417
AB24 1XA,57.16902115,-2.093213174
AB24 1XB,57.16752076,-2.09352356
AB24 1XD,57.1677984,-2.094632141
AB24 1XE,57.1700265,-2.0942079
AB24 1XF,57.17130229,-2.093930024
AB24 1XG,57.17187766,-2.093319607
AB24 1XH,57.16952445,-2.092867182
AB24 1XJ,57.16906756,-2.091179355
AB24 1XL,57.167382,-2.086479
AB24 1XN,57.17373858,-2.091356269
AB24 1XP,57.17741512,-2.099850277
AB24 1XQ,57.17131005,-2.095550676
AB24 1XR,57.175539,-2.098174771
AB24 1XS,57.17460425,-2.098833828
AB24 1XT,57.17253387,-2.092709373
AB24 1XU,57.17222923,-2.09165021
AB24 1XW,57.16595932,-2.091353565
AB24 1XX,57.16602447,-2.088857
AB24 1XZ,57.17346744,-2.093439
AB24 1YA,57.17118617,-2.093053267
AB24 1ZS,57.16472955,-2.090110465
AB24 2AA,57.16630644,-2.116834597
AB24 2AB,57.16678107,-2.118390391
AB24 2AE,57.16769519,-2.120642141
AB24 2AH,57.1683316,-2.122066291
AB24 2AS,57.16936469,-2.122020094
AB24 2AX,57.17033362,-2.123280077
AB24 2BA,57.17093326,-2.125994
AB24 2BD,57.17102999,-2.127582005
AB24 2BE,57.16701527,-2.1177132
AB24 2BG,57.17311631,-2.142159077
AB24 2BH,57.17171279,-2.127485138
AB24 2BL,57.17239409,-2.128860105
AB24 2BP,57.173159,-2.143945825
AB24 2BQ,57.17236831,-2.144273007
AB24 2BR,57.17300289,-2.147616
AB24 2BT,57.17225524,-2.141014679
AB24 2BX,57.17228715,-2.137145
AB24 2DB,57.17186918,-2.13259571
AB24 2DD,57.17155709,-2.130395145
AB24 2DU,57.172375,-2.138171
AB24 2DY,57.17206391,-2.135308543
AB24 2EE,57.17131646,-2.128542144
AB24 2EH,57.170788,-2.127151892
AB24 2EU,57.17055611,-2.125380984
AB24 2EW,57.17042003,-2.126703456
AB24 2FF,57.17121739,-2.109937645
AB24 2GE,57.17293776,-2.14118266
AB24 2GF,57.17293081,-2.139363476
AB24 2GG,57.17260587,-2.132515664
AB24 2GH,57.17282654,-2.13615476
AB24 2PT,57.16717763,-2.117002703
AB24 2PX,57.16681127,-2.11490159
AB24 2QA,57.1680659,-2.118113401
AB24 2QB,57.16887289,-2.119670362
AB24 2QD,57.16956423,-2.120036398
AB24 2QE,57.16838815,-2.119321541
AB24 2QF,57.16758917,-2.118789829
AB24 2QH,57.16922497,-2.117835991
AB24 2QJ,57.16806765,-2.116244881
AB24 2QL,57.16822808,-2.117601313
AB24 2QN,57.16910564,-2.120514456
AB24 2QP,57.169698,-2.120979846
AB24 2QQ,57.17004777,-2.12164201
AB24 2QS,57.170905,-2.117262073
AB24 2QT,57.16976537,-2.116316367
AB24 2QU,57.16830657,-2.120081921
AB24 2QX,57.17078067,-2.11607151
AB24 2QY,57.16957189,-2.121408936
AB24 2RA,57.17008,-2.115557
AB24 2RB,57.16940721,-2.115058487
AB24 2RD,57.1698032,-2.114249437
AB24 2RE,57.16929812,-2.116463722
AB24 2RF,57.17002452,-2.117772394
AB24 2RG,57.17450938,-2.115239759
AB24 2RJ,57.17116777,-2.115179727
AB24 2RL,57.17133537,-2.118471128
AB24 2RN,57.17229032,-2.115696
AB24 2RP,57.17145477,-2.125020216
AB24 2RQ,57.17184961,-2.125716
AB24 2RR,57.17097235,-2.122323066
AB24 2RS,57.17064029,-2.122007769
AB24 2RT,57.17214824,-2.12321998
AB24 2RU,57.17190202,-2.126906984
AB24 2RW,57.1714817,-2.115693357
AB24 2RX,57.1723002,-2.123981212
AB24 2RZ,57.171184,-2.125929265
AB24 2SA,57.17336842,-2.124745543
AB24 2SB,57.17344994,-2.124067759
AB24 2SD,57.17376555,-2.122844995
AB24 2SE,57.17142002,-2.123829426
AB24 2SF,57.17107947,-2.123017973
AB24 2SG,57.17276643,-2.124363
AB24 2SH,57.17256833,-2.125354735
AB24 2SJ,57.17238322,-2.121765459
AB24 2SL,57.17518243,-2.115969565
AB24 2SN,57.17464449,-2.114843255
AB24 2SP,57.16713919,-2.109859373
AB24 2SQ,57.16803795,-2.109332905
AB24 2SR,57.16855135,-2.107746984
AB24 2SS,57.16861226,-2.110012575
AB24 2SU,57.16689595,-2.110652334
AB24 2SW,57.16784961,-2.108985102
AB24 2SX,57.16921227,-2.112097913
AB24 2SY,57.16835,-2.111698
AB24 2SZ,57.16816218,-2.111069517
AB24 2TA,57.16908706,-2.111485699
AB24 2TB,57.16931168,-2.111436768
AB24 2TD,57.16876634,-2.10844212
AB24 2TE,57.16922492,-2.107930846
AB24 2TF,57.16944859,-2.108973282
AB24 2TG,57.17049687,-2.110977
AB24 2TH,57.16840475,-2.111037174
AB24 2TJ,57.17127701,-2.113592511
AB24 2TL,57.16952517,-2.113769025
AB24 2TN,57.16976422,-2.106924
AB24 2TP,57.17199911,-2.109708448
AB24 2TR,57.17142689,-2.116668876
AB24 2TS,57.17101776,-2.112202612
AB24 2TT,57.17152802,-2.114155546
AB24 2TU,57.17076618,-2.112267995
AB24 2TY,57.16782502,-2.106240135
AB24 2TZ,57.16782502,-2.106240135
AB24 2UA,57.17137731,-2.112138
AB24 2UB,57.17258516,-2.126479351
AB24 2UD,57.17215883,-2.111941477
AB24 2UE,57.1723919,-2.112487922
AB24 2UF,57.17111776,-2.11086342
AB24 2UG,57.1717376,-2.1107
AB24 2UH,57.1731781,-2.126415229
AB24 2UJ,57.17296794,-2.12988745
AB24 2UL,57.1731806,-2.132683103
AB24 2UN,57.174015,-2.133215
AB24 2UU,57.16761292,-2.112522983
AB24 2UW,57.17337684,-2.133990309
AB24 2UX,57.17225612,-2.113628596
AB24 2UY,57.17168896,-2.115777
AB24 2WB,57.172386,-2.130851
AB24 2XB,57.17103793,-2.119528539
AB24 2XD,57.171676,-2.119232933
AB24 2XE,57.17205178,-2.120805198
AB24 2XF,57.17196398,-2.136333494
AB24 2XH,57.17208002,-2.11946576
AB24 2XJ,57.17255565,-2.119946889
AB24 2XL,57.17256546,-2.119086964
AB24 2XN,57.17345306,-2.120875931
AB24 2XP,57.17409093,-2.120795326
AB24 2XR,57.17407191,-2.121886791
AB24 2XS,57.17455697,-2.12190493
AB24 2XT,57.17444256,-2.119440321
AB24 2XU,57.17444256,-2.119440321
AB24 2XX,57.17402067,-2.11912473
AB24 2XY,57.17402067,-2.11912473
AB24 2YA,57.1736347,-2.118809262
AB24 2YB,57.1736347,-2.118809262
AB24 2YD,57.17381522,-2.117900242
AB24 2YE,57.17381522,-2.117900242
AB24 2YH,57.17395089,-2.11690838
AB24 2YJ,57.17395089,-2.11690838
AB24 2YL,57.17428363,-2.116512511
AB24 2YN,57.17412747,-2.120166989
AB24 2YP,57.1751525,-2.119144917
AB24 2YQ,57.17470529,-2.117092691
AB24 2YR,57.17447258,-2.116182337
AB24 2YS,57.17352068,-2.115865122
AB24 2YT,57.17302751,-2.114887843
AB24 2YU,57.17341402,-2.114624437
AB24 2YX,57.17485496,-2.120301664
AB24 3BQ,57.157584,-2.095234438
AB24 3BR,57.15903925,-2.095585073
AB24 3BS,57.15984757,-2.095785547
AB24 3BT,57.16189476,-2.096997753
AB24 3BX,57.160925,-2.096730288
AB24 3BY,57.1583477,-2.09540144
AB24 3BZ,57.15846377,-2.096327494
AB24 3DA,57.16081594,-2.09810259
AB24 3DB,57.16067088,-2.099788501
AB24 3DD,57.16095839,-2.099723148
AB24 3DE,57.16088045,-2.096003146
AB24 3DF,57.1616887,-2.096286303
AB24 3DG,57.1623691,-2.099247495
AB24 3DH,57.16160556,-2.099228912
AB24 3DJ,57.161237,-2.099525
AB24 3DL,57.16114817,-2.09828533
AB24 3DN,57.16121177,-2.097359676
AB24 3DP,57.16175052,-2.097658686
AB24 3DQ,57.16255908,-2.097545091
AB24 3DR,57.16280027,-2.099265187
AB24 3DS,57.16267262,-2.101612559
AB24 3DT,57.16217917,-2.100850685
AB24 3DU,57.16186442,-2.10127968
AB24 3DX,57.16199887,-2.101643773
AB24 3DY,57.16392956,-2.102277
AB24 3DZ,57.16708331,-2.101807
AB24 3EA,57.16508835,-2.102462451
AB24 3EB,57.16492732,-2.101651828
AB24 3ED,57.16578886,-2.102662808
AB24 3EE,57.164567,-2.102279455
AB24 3EF,57.16606656,-2.103606059
AB24 3EG,57.16539372,-2.102347
AB24 3EH,57.16569926,-2.102381472
AB24 3EJ,57.16648975,-2.102400197
AB24 3EN,57.16669628,-2.102499979
AB24 3ER,57.155525,-2.097659
AB24 3ET,57.15581963,-2.100320899
AB24 3EU,57.16545623,-2.102976039
AB24 3EW,57.1657621,-2.10243125
AB24 3EX,57.15660881,-2.101959561
AB24 3EY,57.16588817,-2.102051302
AB24 3EZ,57.16625642,-2.101788
AB24 3FX,57.16501918,-2.099122339
AB24 3HA,57.15725424,-2.10359789
AB24 3HB,57.15697705,-2.10204323
AB24 3HD,57.1562507,-2.100470842
AB24 3HE,57.16672355,-2.102103214
AB24 3HF,57.16632862,-2.101705287
AB24 3HG,57.1552892,-2.100864947
AB24 3HH,57.15475126,-2.099557635
AB24 3HJ,57.15547006,-2.099361211
AB24 3HL,57.1561978,-2.099214394
AB24 3HN,57.16198202,-2.100254963
AB24 3HP,57.15670932,-2.099860459
AB24 3HR,57.15839097,-2.097534089
