IS_ENCLOSED,AGE_INDEX,EXTENSION_COUNT,FROM_MAIN_SYSTEM,HAS_TANK,FLAT_TOP_STOREY,FLOOR_U_VALUE,HOT_WATER_ENERGY_EFF,INTERNAL_GAINS,IS_DETACHED,IS_END,IS_MID,LOW_ENERGY_LIGHTING,MAIN_FUEL,MAINS_GAS_FLAG,MAIN_HEATING_CONTROLS,MAINHEAT_ENERGY_EFF,MECHANICAL_EXTRACT,PHOTO_SUPPLY,ROOF_ENERGY_EFF,ROOF_U_VALUE,SECONDHEAT_DESCRIPTION,TEMP_ADJUSTMENT,TOTAL_FLOOR_AREA,WALLS_ENERGY_EFF,WALL_THICKNESS,WALL_U_VALUE,WET_ROOMS,WAR,CURRENT_ENERGY_EFFICIENCY
0,2,0.015873015873015872,1,1,0,2.3,3,37.09554433166571,0,1,0,29,0.216,1,0,3,0,0,3,2.3,0.216,0,63,0,220,1.7,2,0.7688730158730159,60
0,1,0.0,1,1,0,2.3,3,36.143601854398355,0,1,0,100,0.216,1,0,3,0,0,4,2.3,-1,0,72,0,220,1.7,2,0.782513888888889,60
0,10,0.0,1,1,0,0.2,4,32.43692653953787,0,1,0,100,0.216,1,0,3,0,0,3,0.2,-1,0,102,3,300,0.3,3,0.8604509803921568,81
0,2,0.0,1,1,0,2.3,3,32.10902099127485,0,1,0,0,0.216,1,0,3,0,0,2,2.3,0.216,0,105,1,250,1.5,3,0.8125238095238095,62
0,1,0.011904761904761904,1,1,0,2.3,3,34.8431479132573,0,0,1,0,0.216,1,0,3,0,0,0,2.3,0.216,0,84,3,250,0.7,2,0.796154761904762,62
0,5,0.0,1,1,0,0.68,1,30.444222285453705,1,0,0,0,0.216,1,1,2,0,0,3,0.68,0.216,0,117.861,3,260,0.4,3,0.827965169139919,48
0,5,0.0,1,1,0,0.68,3,34.15796851070676,0,1,0,78,0.216,1,0,3,0,0,-1,0,-1,0,89,3,260,0.4,3,0.857908988764045,70
0,0,0.03225806451612903,1,1,0,2.3,3,37.172997119991244,0,0,1,50,0.216,1,0,3,0,0,4,2.3,-1,0,62,0,220,1.7,2,0.7671129032258064,58
0,2,0.0,1,1,0,2.3,3,34.94685160292457,0,1,0,25,0.216,1,4,3,0,0,3,2.3,-1,0,83,3,250,0.7,3,0.7951686746987952,67
0,2,0.014285714285714285,1,1,0,2.3,3,36.36053339742756,0,0,1,89,0.216,1,0,3,0,0,3,2.3,-1,0,70,3,250,0.7,2,0.7797857142857143,69
0,5,0.0,0,0,0,0.22,3,43.08477107483339,0,0,0,50,0.216,1,6,3,0,0,-1,0,-1,0.3,30.14,3,260,0.4,1,0.8145724618447245,80
0,3,0.0,1,1,0,2.3,3,36.00593572326367,0,0,1,0,0.216,1,0,3,0,0,3,2.3,-1,0,74,3,250,0.7,2,0.796072972972973,70
0,8,0.0,0,0,1,0.22,3,38.54547436058921,0,0,1,100,0.216,1,6,3,0,0,2,0.35,-1,0.3,48,1,300,0.45,1,0.8770333333333333,75
0,0,0.02666666666666667,1,1,0,2.3,3,35.81972152665773,0,0,1,100,0.216,1,0,3,0,0,4,2.3,-1,0,75,0,220,1.7,2,0.7863333333333333,66
0,10,0.0,1,0,0,0.2,1,36.7516603560078,0,1,0,100,0.519,0,19,2,0,0,3,0.2,-1,0,66,3,300,0.3,2,0.8626060606060606,72
0,3,0.0,1,1,0,2.3,1,34.15796851070676,0,0,1,78,0.216,1,0,3,0,0,0,2.3,-1,0,89,3,250,0.7,3,0.8086337078651685,57
0,2,0.01098901098901099,1,1,0,2.3,1,33.92431521026904,0,1,0,45,0.216,1,4,3,0,0,3,2.3,0.216,0,91,0,250,2,3,0.8024505494505494,45
0,5,0.008264462809917356,1,1,0,0.68,3,30.054536909435605,0,1,0,0,0.216,1,4,3,0,0,2,0.68,0.216,0,121,3,260,0.4,3,0.8291801652892562,63
0,5,0.0,1,1,1,0.22,3,39.885431594608704,0,0,1,20,0.216,1,0,3,0,0,-1,0,-1,0,40,2,260,1,1,0.8307249999999999,73
0,2,0.010638297872340425,1,1,0,2.3,3,33.51804643700955,0,1,0,67,0.216,1,1,3,1,0,2,2.3,0.216,0,94,1,250,1.5,3,0.8048617021276596,48
0,5,0.0,0,1,1,0.22,2,37.84327957906788,0,1,0,38,0.519,0,7,2,0,0,3,0.68,-1,0.7,55,2,300,0.32,1,0.8441909090909091,67
0,2,0.012172854534388313,1,1,0,2.3,3,34.99366436539542,0,1,0,100,0.216,1,4,3,0,0,0,2.3,-1,0,82.15,1,250,1.5,3,0.7943116250760803,59
0,3,0.007575757575757576,1,1,0,2.3,3,28.701040562808288,0,1,0,92,0.216,1,0,3,0,0,4,2.3,0.206,0,132,3,250,0.7,4,0.8288196969696969,72
0,3,0.014925373134328358,1,1,0,2.3,3,36.68294813710446,0,0,1,62,0.216,1,1,3,0,0,0,2.3,-1,0,67,3,250,0.7,3,0.7882865671641791,54
0,3,0.0,1,1,0,2.3,3,35.870280704908524,0,1,0,100,0.216,1,0,3,1,0,3,2.3,-1,0,74.54,3,250,0.7,3,0.7966128789911457,66
0,1,0.0,1,1,0,2.3,3,32.96701717436117,0,0,1,100,0.216,1,0,3,0,0,4,2.3,0.216,0,98,1,220,1.7,3,0.8078469387755102,70
0,0,0.0,1,1,0,2.3,3,37.50769850077013,0,0,1,100,0.216,1,2,3,0,0,2,2.3,-1,0.6,58,0,220,1.7,2,0.7594655172413793,65
0,5,0.0,1,1,0,0.68,3,37.29317864734813,0,1,0,17,0.216,1,0,3,0,0,0,0.68,-1,0,61,2,260,1,2,0.7843081967213115,65
0,4,0.0,1,1,0,1.5,3,34.26900862186135,0,0,1,100,0.216,1,0,3,0,0,4,1.5,-1,0,88,3,250,0.35,3,0.7927818181818183,77
0,1,0.014285714285714285,1,1,0,2.3,3,36.42942867873471,0,0,1,0,0.216,1,2,3,0,0,3,2.3,-1,0.6,70,0,220,1.7,2,0.7797857142857143,52
0,5,0.0,1,1,0,0.68,3,24.331248238597215,1,0,0,28,0.216,1,4,3,0,0,2,0.68,-1,0,181,2,260,1,4,0.8443027624309392,58
0,2,0.01098901098901099,1,1,0,2.3,3,33.900784459391936,0,1,0,78,0.216,1,0,3,0,0,2,2.3,0.216,0,91,3,250,0.7,3,0.8024505494505494,66
0,1,0.016129032258064516,1,1,0,2.3,3,37.156083011022886,0,1,0,71,0.216,1,4,3,0,0,3,2.3,0.216,0,62,0,220,1.7,2,0.7671129032258064,53
0,4,0.009259259259259259,1,1,0,1.5,3,31.660120122620363,0,1,0,78,0.216,1,0,3,0,0,0,1.5,-1,0,108,3,250,0.7,3,0.8082111111111111,65
0,1,0.011494252873563218,1,1,0,2.3,3,34.44910162380597,0,0,1,27,0.216,1,3,3,0,0,3,2.3,0.216,0.6,87,4,220,0.32,3,0.7989770114942529,59
0,5,0.0,1,1,1,0.22,3,37.41408321771985,0,1,0,100,0.216,1,0,3,0,0,3,0.68,-1,0,59,3,260,0.4,1,0.8466254237288136,74
0,5,0.0,1,1,0,0.68,3,36.03717678781835,0,0,1,100,0.216,1,4,3,0,0,0,0.68,-1,0,73,3,260,0.4,3,0.7991835616438356,65
0,1,0.012195121951219513,1,1,0,2.3,3,35.05786168036018,0,0,1,38,0.216,1,0,3,0,0,3,2.3,-1,0,82,3,250,0.7,3,0.7941585365853658,69
0,8,0.0,0,1,0,0.35,2,38.05580297833907,0,1,0,20,0.519,0,7,2,0,0,-1,0,-1,0.7,53,3,300,0.45,2,0.8778037735849057,72
0,2,0.008130081300813009,1,1,0,2.3,2,29.78288892021,0,1,0,43,0.216,1,4,3,0,0,3,2.3,0.216,0,123,0,220,1.7,4,0.8221056910569106,39
0,8,0.0,1,1,0,0.35,2,37.58729330513249,0,1,0,0,0.216,0,4,3,1,0,4,0.35,-1,0,58,3,300,0.45,2,0.8622655172413793,55
0,2,0.010526315789473684,1,1,0,2.3,3,33.37875883784184,0,1,0,78,0.216,1,0,3,0,0,3,2.3,-1,0,95,3,250,0.7,3,0.8056315789473685,74
0,3,0.0,1,1,0,2.3,1,35.011723280225034,0,1,0,100,0.216,1,2,3,0,0,3,2.3,0.216,0.6,82,3,250,0.7,3,0.8033439024390244,61
0,2,0.012108736453351093,1,1,0,2.3,3,34.99102504521296,0,1,0,33,0.216,1,1,3,0,0,3,2.3,0.216,0,82.585,0,220,1.7,2,0.7947524368832113,49
0,5,0.0,1,1,0,0.68,3,37.891249714499274,0,0,1,100,0.216,1,0,3,0,0,3,0.68,-1,0,54,2,260,1,1,0.7725777777777778,73
0,6,0.016666666666666666,1,1,0,0.4,2,37.38675184491008,0,1,0,17,0.216,1,4,3,0,0,2,0.4,-1,0,60,3,270,0.6,2,0.7770333333333334,62
0,1,0.0,1,1,0,2.3,3,37.58296420568884,0,1,0,100,0.216,1,0,3,0,0,2,2.3,-1,0,57.2,3,250,0.7,2,0.7578076923076923,63
0,2,0.0,1,1,0,2.3,3,35.7256494338039,0,0,1,78,0.216,1,0,3,0,0,3,2.3,0.216,0,76,3,250,0.7,2,0.7875394736842105,73
0,5,0.0,1,1,0,0.68,2,37.28658700443014,0,1,0,25,0.216,1,4,3,0,0,2,0.68,-1,0,61,2,260,1,2,0.7843081967213115,54
0,1,0.011764705882352941,1,1,0,2.3,3,34.68245484065419,0,0,1,50,0.216,1,1,3,0,0,2,2.3,-1,0,85,0,220,1.7,3,0.7971176470588236,63
0,2,0.010869565217391304,1,1,0,2.3,3,33.76616663522154,0,1,0,85,0.216,1,0,3,0,0,4,2.3,-1,0,92,3,250,0.7,3,0.8032717391304348,70
0,4,0.0,1,1,0,1.5,3,34.793475786963995,0,1,0,67,0.216,1,1,3,0,3,3,1.5,-1,0,84,3,250,0.7,2,0.7888142857142857,79
0,3,0.0,1,1,0,2.3,2,34.71133792385832,0,1,0,11,0.216,1,4,3,0,0,3,2.3,0.216,0,85,3,250,0.7,2,0.8057176470588235,61
0,3,0.00909090909090909,1,1,0,2.3,3,31.431068893260576,0,1,0,30,0.216,1,4,3,0,0,4,2.3,-1,0,110,3,250,0.7,2,0.8204636363636364,68
0,3,0.0,1,1,0,2.3,3,35.95178201888211,0,1,0,71,0.216,1,4,3,0,0,3,2.3,-1,0,74,3,250,0.7,3,0.796072972972973,68
0,6,0.014492753623188406,1,1,0,0.4,2,36.53157804967006,1,0,0,0,0.216,1,4,3,0,0,3,0.4,-1,0,69,3,270,0.35,2,0.7884289855072464,60
0,3,0.010309278350515464,1,1,0,2.3,3,33.129235832013705,0,1,0,58,0.216,1,9,3,0,0,3,2.3,-1,0,97,3,250,0.7,3,0.799530412371134,60
0,4,0.010752688172043012,1,1,0,1.5,3,33.653707618494785,0,1,0,60,0.216,1,0,3,0,1,3,1.5,-1,0,93,3,250,0.35,3,0.7972612903225806,83
0,5,0.015151515151515152,1,1,0,0.68,1,36.82338275645546,0,0,1,8,0.216,1,4,3,0,0,2,0.68,-1,0,66,2,260,1,2,0.7911636363636363,59
0,1,0.026089225150013044,1,1,0,2.3,3,35.67266367104058,0,0,1,50,0.216,1,2,3,0,0,3,2.3,0.216,0.6,76.66,0,220,1.7,3,0.7883182885468302,54
0,1,0.02702702702702703,1,1,0,2.3,3,35.95223329975195,0,0,1,70,0.216,1,4,3,0,0,3,2.3,-1,0,74,1,220,1.7,2,0.7850945945945946,58
0,8,0.0,1,1,1,0.35,3,37.172997119991244,0,1,0,50,0.216,1,4,3,0,0,3,0.35,-1,0,62,3,300,0.45,2,0.8788774193548387,67
0,3,0.010638297872340425,1,1,0,2.3,3,33.50713165074437,0,1,0,82,0.216,1,4,3,0,0,3,2.3,-1,0,94,3,250,0.7,3,0.8119297872340425,69
0,1,0.011235955056179775,1,1,0,2.3,3,34.21497753304446,0,0,1,0,0.216,1,2,3,0,0,0,2.3,-1,0.6,89,0,220,1.7,2,0.800752808988764,55
0,3,0.010638297872340425,1,1,1,0.22,1,33.54548932819059,0,1,0,29,0.216,1,4,3,0,0,2,2.3,0.216,0,94,3,250,0.7,2,0.8748148936170212,58
0,2,0.0,1,1,0,2.3,3,34.89909917111632,0,1,0,89,0.216,1,0,3,0,0,3,2.3,-1,0,83,3,250,0.7,3,0.7951686746987952,69
0,8,0.0,0,0,0,0.22,3,38.54547436058921,0,0,1,100,0.216,1,6,3,0,0,-1,0,-1,0.3,48,3,300,0.45,1,0.8770333333333333,82
0,10,0.0,0,0,1,0.22,0,43.631730888296275,0,1,0,100,0.519,0,15,0,0,0,4,0.2,-1,0,29,3,300,0.3,1,0.8716827586206897,71
0,3,0.0,1,1,0,2.3,3,35.59614862487408,0,1,0,100,0.216,1,0,3,0,0,0,2.3,0.216,0,77,3,250,0.7,3,0.7989766233766233,66
0,6,0.0,1,1,0,0.4,3,30.776925275971074,1,0,0,44,0.216,1,0,3,0,0,1,0.4,0.216,0,115,3,270,0.6,3,0.8188173913043478,61
0,7,0.0,1,1,0,0.35,2,33.423545523771324,0,1,0,15,0.216,1,0,3,0,0,3,0.35,-1,0,95,1,270,0.6,3,0.836421052631579,57
0,2,0.011494252873563218,1,1,0,2.3,3,34.45077863611288,0,0,1,25,0.216,1,0,3,0,0,0,2.3,0.216,0,87,3,250,0.7,3,0.7989770114942529,65
0,1,0.0,1,1,0,2.3,3,27.545542125602083,0,0,1,58,0.216,1,12,3,0,0,2,2.3,0.216,0,143,3,220,0.32,4,0.829923076923077,75
0,1,0.011764705882352941,1,1,0,2.3,3,34.719590233345215,0,0,1,0,0.216,1,2,3,0,0,3,2.3,-1,0.6,85,0,220,1.7,3,0.7971176470588236,60
0,5,0.0,0,0,0,0.68,2,37.47365600882596,0,1,0,25,0.519,1,11,0,0,0,3,0.68,0.216,0.3,59,2,260,1,3,0.7812406779661016,35
0,3,0.0,1,1,0,2.3,3,35.49897079274651,0,1,0,78,0.216,1,0,3,0,0,3,2.3,-1,0,78,3,250,0.7,2,0.7998948717948717,70
0,5,0.0,1,1,0,0.68,3,35.5411222479458,0,0,1,22,0.216,1,0,3,0,0,3,0.68,-1,0,78,3,270,0.45,2,0.8040307692307692,72
0,1,0.0,1,1,0,2.3,3,36.73173782526802,0,0,1,0,0.216,1,3,3,0,0,4,2.3,-1,0.6,67,0,220,1.7,2,0.7753880597014926,61
0,6,0.0,1,1,0,0.4,3,40.527333611413304,0,0,1,100,0.216,1,0,3,0,0,-1,0,-1,0,37,3,270,0.6,1,0.8259189189189189,74
0,8,0.0,0,0,1,0.22,3,38.54547436058921,0,0,1,100,0.216,1,6,3,0,0,2,0.35,-1,0.3,48,1,300,0.45,1,0.8770333333333333,75
0,3,0.0,1,1,0,2.3,1,35.93880769387403,0,1,0,88,0.216,1,4,3,0,0,3,2.3,0.216,0,74,3,250,0.7,2,0.796072972972973,59
0,3,0.0,1,1,0,2.3,3,38.3338020964764,1,0,0,71,0.216,1,0,3,0,0,-1,0,-1,0,50,3,250,0.7,2,0.79466,71
0,5,0.0,1,1,0,0.68,3,36.143601854398355,0,0,1,100,0.216,1,0,3,0,0,3,0.68,-1,0,72,3,260,0.4,3,0.7981333333333334,73
0,4,0.016129032258064516,1,1,0,1.5,3,37.15505791350965,0,1,0,73,0.216,1,0,3,0,0,3,1.5,-1,0,62,3,250,0.7,3,0.757841935483871,67
0,8,0.0,0,0,0,0.22,3,38.54547436058921,0,0,1,100,0.216,1,6,3,0,0,-1,0,-1,0.3,48,3,300,0.45,1,0.8770333333333333,82
0,4,0.0,1,1,0,1.5,3,34.6723270062839,0,0,1,64,0.216,1,0,3,0,0,4,1.5,-1,0,85,0,250,1.7,3,0.7898411764705883,63
0,1,0.014285714285714285,1,1,0,2.3,3,36.412204858407925,0,0,1,22,0.216,1,4,3,0,0,3,2.3,0.216,0,70,0,220,1.7,3,0.7797857142857143,60
0,3,0.0,1,1,0,2.3,3,34.78354136170533,0,1,0,80,0.216,1,0,3,0,0,4,2.3,0.216,0,84,3,250,0.7,2,0.8049452380952381,71
0,3,0.0,1,1,0,2.3,3,35.557982830025516,0,1,0,0,0.216,1,2,3,0,0,1,2.3,-1,0.6,78,3,250,0.7,2,0.7998948717948717,65
0,1,0.014084507042253521,0,1,0,2.3,2,36.267836661424646,0,0,1,75,0.519,1,8,2,0,0,3,2.3,-1,0.4,71,3,220,0.32,2,0.7811690140845071,58
0,4,0.0,1,1,0,1.5,1,38.38007507888789,0,0,1,14,0.216,1,2,3,0,0,4,1.5,-1,0.6,50,1,250,1.5,2,0.72946,55
0,8,0.0,1,1,0,0.22,3,37.416797936762556,0,0,0,0,0.216,1,0,3,0,0,-1,0,-1,0,59.82,3,300,0.45,2,0.8786470076897359,75
0,3,0.0,1,1,0,2.3,3,32.56950484620159,0,0,1,100,0.216,1,0,3,0,0,0,2.3,0.216,0,101,3,250,0.7,3,0.8159960396039604,66
0,4,0.0,1,1,0,1.5,3,34.661824066936944,0,0,1,78,0.216,1,0,3,0,1,4,1.5,-1,0,85,3,250,0.35,3,0.7898411764705883,86
0,1,0.0,1,1,0,2.3,1,36.265689020908574,0,0,1,78,0.216,1,2,3,0,0,0,2.3,-1,0.6,71,0,220,1.7,2,0.7811690140845071,40
0,4,0.010309278350515464,1,1,0,1.5,1,33.14534237915307,0,1,0,35,0.216,1,4,2,0,0,2,1.5,-1,0,97,1,250,1.5,3,0.8005123711340206,41
0,1,0.02,0,1,0,2.3,1,38.3338020964764,0,0,1,71,0.519,0,7,2,0,0,2,2.3,-1,0.7,50,0,220,1.7,2,0.7404999999999999,51
0,3,0.0,1,1,0,2.3,1,34.78105775539067,0,0,1,83,0.216,1,2,3,0,0,3,2.3,-1,0.6,84,3,250,0.7,3,0.8049452380952381,60
0,5,0.0,1,1,0,0.68,3,35.61136642843137,0,1,0,80,0.216,1,0,3,0,0,0,0.68,-1,0,77,3,260,0.4,3,0.8031116883116883,68
0,2,0.013333333333333334,1,1,0,2.3,3,35.840588335680955,0,1,0,73,0.216,1,0,3,0,0,4,2.3,0.216,0,75,3,250,0.7,3,0.7863333333333333,69
0,10,0.0,0,0,0,0.22,3,36.94433181707388,1,0,0,100,0.216,1,10,3,0,0,-1,0,-1,0,64,3,300,0.3,2,0.879075,83
0,3,0.0,1,1,0,2.3,3,35.32511078007964,0,1,0,0,0.216,1,1,3,0,0,3,2.3,0.216,0,80,1,250,1.5,3,0.8016625000000001,53
0,4,0.0,1,1,0,1.5,2,38.54547436058921,0,1,0,100,0.216,1,0,3,0,0,2,1.5,-1,0,48,3,250,0.7,2,0.7233499999999999,63
0,3,0.011235955056179775,1,1,0,2.3,3,34.17832887582736,0,1,0,50,0.216,1,0,3,0,0,3,2.3,0.216,0,89,3,250,0.7,3,0.8086337078651685,69
0,7,0.0,1,1,0,0.35,2,36.36053339742756,0,1,0,89,0.216,1,4,3,0,0,2,0.35,-1,0,70,1,270,0.6,3,0.8118571428571428,57
0,8,0.0,1,1,0,0.35,3,37.60185495111811,0,0,1,100,0.216,1,0,3,0,0,3,0.35,-1,0,57,3,300,0.45,2,0.8622736842105263,72
0,2,0.007692307692307693,1,1,0,2.3,2,28.952632185586264,0,1,0,52,0.216,1,4,3,0,0,3,2.3,0.216,0,130,3,250,0.7,4,0.8251153846153846,64
0,6,0.0,1,1,0,0.22,3,36.90451859902113,0,1,0,29,0.216,1,0,3,0,0,-1,0,-1,0,65,3,270,0.6,2,0.8789384615384616,74
0,8,0.0,1,1,0,0.35,2,35.30770385693568,0,1,0,23,0.216,1,2,3,0,0,3,0.35,-1,0.6,80,2,300,0.45,2,0.8621375,58
0,3,0.0,0,1,0,2.3,2,39.44825597608692,1,0,0,80,0.519,0,7,2,0,0,-1,0,-1,0.7,42,3,250,0.7,1,0.7620428571428571,69
0,4,0.0,1,1,0,1.5,1,31.79911476595048,1,0,0,67,0.216,1,4,2,0,0,3,1.5,-1,0,107,1,250,1.5,3,0.8075766355140187,38
0,2,0.012046741356463076,1,1,0,2.3,3,34.94937130595608,0,1,0,20,0.216,1,0,3,0,0,0,2.3,0.216,0,83.01,3,250,0.7,3,0.7951786531743164,57
0,6,0.010362694300518135,1,1,0,0.4,2,23.51396860185918,1,0,0,48,0.216,1,4,3,0,1,3,0.4,0.216,0,193,3,270,0.6,4,0.8372393782383419,66
0,5,0.0,1,1,1,0.22,3,38.73868008169902,0,0,0,50,0.216,1,0,3,0,0,4,0.68,-1,0,46.8,2,260,1,1,0.8378991452991453,72
0,1,0.0,1,1,0,2.3,3,35.206573600016064,0,0,1,0,0.216,1,4,3,0,0,2,2.3,-1,0,81,0,220,1.7,2,0.7931234567901235,68
0,3,0.0,1,1,0,2.3,2,34.46922577148884,0,0,1,0,0.216,1,4,3,0,0,3,2.3,0.216,0,87,3,250,0.7,3,0.8072091954022989,62
0,1,0.0,1,1,0,2.3,3,35.14808163177225,0,0,1,78,0.216,1,2,3,0,0,0,2.3,-1,0.6,81,0,220,1.7,2,0.7931234567901235,52
0,1,0.0,1,1,0,2.3,3,29.33351109497104,0,0,1,0,0.216,1,5,3,0,0,0,2.3,-1,0,127,0,220,1.7,2,0.8238661417322835,55
0,1,0.0,1,1,0,2.3,3,36.06285831347852,0,0,1,100,0.216,1,0,3,0,0,3,2.3,0.216,0,72.76,0,220,1.7,2,0.7835112699285322,65
0,7,0.0,1,1,0,0.35,3,37.258902104174574,0,1,0,60,0.216,1,0,3,0,0,4,0.35,-1,0,61,3,270,0.35,2,0.7980852459016393,72
0,5,0.0,1,1,0,0.68,3,30.893791442798005,1,0,0,60,0.216,1,4,3,0,0,3,0.68,0.216,0,114,3,260,0.4,3,0.8263789473684211,69
0,2,0.008403361344537815,1,1,0,2.3,3,30.236291575690657,0,1,0,100,0.216,1,0,3,0,0,3,2.3,0.216,0,119,3,250,0.7,4,0.8202268907563025,63
0,3,0.013513513513513514,1,1,0,2.3,1,35.964089678968826,0,1,0,55,0.216,1,4,3,0,0,0,2.3,0.216,0,74,3,250,0.7,2,0.796072972972973,46
0,5,0.0,1,1,0,0.68,2,37.370238193595476,0,1,0,38,0.216,1,3,3,0,0,2,0.68,0.216,0.6,60,3,260,0.4,2,0.7827999999999999,57
0,1,0.00819672131147541,1,1,0,2.3,3,29.86725586656913,0,0,1,100,0.216,1,2,3,0,0,0,2.3,0.216,0.6,122,0,220,1.7,4,0.8216475409836066,50
0,1,0.0,1,1,1,0.22,3,38.80520611568926,0,1,0,100,0.216,1,4,3,0,0,0,2.3,-1,0,46,0,220,1.7,1,0.798595652173913,60
0,3,0.0,1,1,0,2.3,3,35.68817787502283,0,0,1,44,0.216,1,0,3,0,0,3,2.3,-1,0,76.56,3,250,0.7,2,0.7985649947753396,69
0,6,0.0,1,1,0,0.4,3,37.946085235423936,1,0,0,88,0.216,1,4,3,0,0,2,0.4,-1,0,53.55,3,270,0.6,2,0.7665101774042951,67
0,2,0.0,1,1,0,2.3,3,34.10734525289077,0,1,0,70,0.216,1,1,3,0,0,0,2.3,0.216,0,89.44,3,250,0.7,3,0.8011328264758497,60
0,1,0.0,1,1,0,2.3,2,28.9541316287152,0,1,0,50,0.216,1,4,3,0,0,3,2.3,-1,0,130,0,220,1.7,3,0.8251153846153846,42
0,4,0.0,1,1,0,1.5,3,35.55166011174562,0,1,0,8,0.216,1,0,3,0,0,3,1.5,0.216,0,78,3,250,0.7,2,0.7821,69
0,4,0.0,1,1,0,1.5,3,35.64941093732458,0,0,1,30,0.216,1,0,3,0,0,4,1.5,-1,0,77,0,250,1.7,3,0.7808792207792208,70
0,1,0.013333333333333334,1,1,0,2.3,3,35.81972152665773,0,0,1,100,0.216,1,1,3,0,0,2,2.3,-1,0,75,0,220,1.7,3,0.7863333333333333,62
0,0,0.020833333333333332,1,1,0,2.3,2,38.58035031406569,0,0,1,57,0.216,1,2,3,0,0,3,2.3,0.216,0.6,48,0,220,1.7,2,0.7347708333333334,53
0,3,0.0,0,0,0,0.22,3,38.72118656822705,0,0,0,71,0.216,1,6,3,0,0,-1,0,-1,0.3,46.8,3,250,0.35,1,0.7829512820512821,80
0,5,0.0,1,1,0,0.68,3,34.83741651406961,0,1,0,8,0.216,1,0,3,0,0,1,0.68,0.216,0,84,2,260,1,2,0.8090857142857143,66
0,2,0.01098901098901099,1,1,0,2.3,3,33.884607068163916,0,1,0,100,0.216,1,0,3,0,0,1,2.3,-1,0,91,0,250,2,3,0.8024505494505494,56
0,2,0.037037037037037035,1,1,0,2.3,3,35.14808163177225,0,1,0,78,0.216,1,0,3,0,0,4,2.3,0.216,0,81,3,250,0.7,3,0.7931234567901235,69
0,3,0.0,1,1,0,2.3,2,35.13136964084545,0,1,0,100,0.216,1,4,3,0,0,3,2.3,-1,0,81,3,250,0.7,3,0.8025135802469137,63
0,1,0.018615040953090096,1,1,0,2.3,3,37.95922053307163,0,0,1,50,0.216,1,0,3,0,0,3,2.3,0.216,0,53.72,0,220,1.7,2,0.7500215934475055,62
0,7,0.0,1,1,0,0.35,2,34.67502776211598,0,1,0,60,0.216,1,4,3,0,0,3,0.35,0.216,0,85,3,270,0.6,2,0.8283294117647059,62
0,6,0.0,1,1,0,0.4,2,37.266812075676164,0,1,0,50,0.216,1,2,3,0,0,3,0.4,-1,0.6,61,3,270,0.35,2,0.7569819672131147,62
0,8,0.0,0,0,1,0.22,3,38.54547436058921,0,0,1,100,0.216,1,6,3,0,0,0,0.35,-1,0.3,48,1,300,0.45,1,0.8770333333333333,58
0,7,0.0,1,1,0,0.35,3,30.548591380569295,1,0,0,6,0.216,1,4,3,0,0,2,0.35,-1,0,117,0,270,0.6,3,0.8493538461538461,46
0,4,0.0,1,1,0,1.5,3,34.87330711826312,0,0,1,78,0.216,1,0,3,0,0,0,1.5,-1,0,83.28,3,250,0.7,3,0.7880596541786744,67
0,7,0.0,1,1,0,0.35,3,35.886669205607255,0,1,0,12,0.216,1,4,3,0,0,3,0.35,-1,0,75,2,270,0.6,2,0.81808,60
0,1,0.015384615384615385,1,1,0,2.3,1,36.92692398316382,0,0,1,0,0.216,1,4,3,0,0,2,2.3,-1,0,65,0,220,1.7,2,0.7722307692307693,52
0,7,0.0,1,1,0,0.35,2,37.41408321771985,0,1,0,100,0.216,1,4,3,0,0,3,0.35,-1,0,59,3,270,0.35,2,0.7944542372881356,66
0,6,0.0,1,1,0,0.4,3,32.84549899525096,1,0,0,85,0.216,1,0,3,0,0,4,0.4,-1,0,99,1,270,0.6,3,0.8114505050505051,65
0,2,0.01098901098901099,1,1,0,2.3,3,33.92828602447956,0,1,0,40,0.216,1,0,3,0,0,3,2.3,-1,0,91,0,250,2,3,0.8024505494505494,57
0,5,0.0,1,1,0,0.68,3,35.71921166172582,0,0,1,11,0.216,1,0,3,0,0,4,0.68,-1,0,76.51,3,260,0.4,3,0.8026525682917266,71
0,6,0.0,0,0,0,0.22,3,40.07780699985573,0,0,1,50,0.216,0,10,3,0,0,-1,0,-1,0,39,3,270,0.6,1,0.8322307692307692,80
0,3,0.0,1,1,0,2.3,3,35.66378330735092,0,1,0,11,0.216,1,0,3,0,0,3,2.3,-1,0,77,3,250,0.7,2,0.7989766233766233,70
0,4,0.0,1,1,0,1.5,3,35.59614862487408,0,0,1,100,0.216,1,0,3,0,1,4,1.5,-1,0,77,3,250,0.35,3,0.7808792207792208,87
0,3,0.008333333333333333,1,1,0,2.3,3,30.165352595118886,0,1,0,19,0.216,1,0,3,0,0,3,2.3,0.216,0,120,3,250,0.7,3,0.8246416666666667,63
0,2,0.0,1,1,0,2.3,1,35.708693424495884,0,1,0,100,0.216,1,2,3,0,0,3,2.3,0.216,0.6,76,3,250,0.7,3,0.7875394736842105,52
1,0,0.029411764705882353,1,1,0,2.3,4,41.52730561521137,0,0,1,0,0.216,1,2,3,0,0,-1,0,-1,0.6,34,0,220,1.7,2,0.7557823529411765,64
