AGE_INDEX,ENERGY_TARIFF,EXTENSION_COUNT,FROM_MAIN_SYSTEM,HW_GAS,HAS_TANK,FLAT_TOP_STOREY,FLOOR_U_VALUE,HOT_WATER_ENERGY_EFF,INTERNAL_LIGHTING,INTERNAL_GAINS,IS_DETACHED,IS_END,IS_MID,LOW_ENERGY_LIGHTING,MAIN_FUEL,MAINS_GAS_FLAG,MAIN_HEATING_CONTROLS,MAINHEAT_ENERGY_EFF,MECHANICAL_EXTRACT,MECHANICAL_SUPPLY,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,ROOF_ENERGY_EFF,ROOF_U_VALUE,SECONDHEAT_DESCRIPTION,TEMP_ADJUSTMENT,TOTAL_FLOOR_AREA,WALLS_ENERGY_EFF,WALL_THICKNESS,WALL_U_VALUE,WET_ROOMS,WINDOW_AREA,CURRENT_ENERGY_EFFICIENCY
5,0,0.0,1,0,1,1,0.22,3,1.186371502359529,37.891249714499274,1,0,0,100,0.216,1,0,3,0,0,3,0,0,3,0.68,-1,0,54,2,260,1,2,8.4496,76
3,0,0.0,1,0,1,0,2.3,1,0.9606138483702975,36.47114789319726,0,1,0,78,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,69,1,250,1.5,3,14.4436,49
2,0,0.008771929824561403,1,0,1,0,2.3,3,0.32181596666411716,21.550898563803706,1,0,0,75,0.216,1,2,3,0,0,8,2,0,0,2.3,0.206,0,228,3,250,0.7,5,34.691,59
1,0,0.0,1,0,1,0,0.22,2,1.3802973205963904,38.80520611568926,0,1,0,100,0.216,1,1,3,0,0,3,0,0,-1,0,0.216,0,46,0,220,1.7,2,9.2646,59
3,0,0.015151515151515152,1,0,1,0,2.3,3,1.0301881898722849,36.798605927209906,0,1,0,40,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,66,3,250,0.7,3,14.055399999999999,72
0,1,0.019230769230769232,0,0,1,0,2.3,2,1.275324685999109,38.14043006778307,0,0,1,43,0.519,0,18,2,0,0,3,0,0,3,2.3,-1,0.4,52,0,220,1.7,2,13.219,60
8,0,0.0,1,0,1,0,0.35,3,1.4270510690117193,38.851959864104586,0,0,1,43,0.216,1,0,3,0,0,3,0,0,3,0.35,-1,0,46,3,300,0.45,2,6.3302,70
4,0,0.0,1,0,1,0,1.5,1,0.8795781598073064,35.520046520346156,0,0,1,50,0.216,1,1,3,0,0,4,0,0,2,1.5,0.216,0,78,3,250,0.7,2,16.996199999999998,61
1,0,0.010638297872340425,1,0,1,0,2.3,3,0.7598540953379808,33.54642488129903,0,0,1,27,0.216,1,1,3,0,0,5,0,0,0,2.3,0.216,0,94,0,220,1.7,3,18.343,47
5,0,0.0,1,0,1,0,0.68,3,1.131518463568157,37.453798411790586,0,1,0,50,0.216,1,1,3,0,0,4,0,0,4,0.68,-1,0,59,3,260,0.4,2,12.9068,67
4,0,0.007751937984496124,1,0,1,0,1.5,3,0.5725820863124919,29.083762494214938,0,1,0,27,0.216,1,0,3,0,0,6,0,0,4,1.5,-1,0,129,3,250,0.7,3,23.3151,67
2,0,0.0,1,0,1,0,2.3,2,0.7367153590297504,34.01352256256399,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,90,3,250,0.7,3,17.855,65
4,0,0.0,0,0,0,0,1.5,3,1.1549051359191735,37.55318124612005,0,0,1,43,0.216,1,13,3,0,0,3,0,0,-1,0,-1,0,58,3,250,0.35,2,10.718599999999999,77
2,0,0.022727272727272728,1,0,1,0,2.3,3,0.7990946935940713,34.31580933603683,0,1,0,36,0.216,1,2,3,0,0,1,0,0,1,2.3,0.216,0,88,0,220,1.7,4,17.611,53
5,0,0.0,1,0,1,0,0.68,2,0.9778899854342047,36.214789047406775,0,1,0,8,0.216,1,1,3,0,0,5,0,0,3,0.68,-1,0,72,2,260,1,3,14.5344,65
4,0,0.0,1,0,1,0,1.5,3,0.8341288071456036,34.46922577148884,0,0,1,0,0.216,1,3,3,0,0,5,0,6,4,1.5,-1,0.6,87,3,250,0.7,3,18.1113,77
2,0,0.0,1,0,1,0,2.3,3,0.519526154745827,28.065462872784348,0,1,0,58,0.216,1,0,3,0,0,7,0,0,1,2.3,0.216,0,138,3,250,0.7,4,23.711,69
7,1,0.0,0,0,1,1,0.22,2,1.1465317766902607,37.696900591024516,0,1,0,100,0.519,0,5,2,0,0,3,0,0,3,0.35,-1,0.7,56,3,270,0.6,2,8.2968,70
7,0,0.0,1,0,1,0,0.35,1,1.2461827768934122,37.8733138497354,0,1,0,0,0.216,1,1,3,0,0,4,0,0,4,0.35,-1,0,55,3,270,0.35,2,11.748,58
2,0,0.0,1,0,1,0,2.3,1,0.7868431858113712,33.69708315488335,0,1,0,0,0.216,1,2,3,0,0,4,0,0,3,2.3,0.216,0,93,3,250,0.7,2,18.221,57
6,0,0.0,1,0,1,0,0.4,3,0.8746300088366523,35.61897533021001,0,1,0,70,0.216,1,0,3,0,0,4,0,0,3,0.4,-1,0,77,3,270,0.35,2,15.6832,72
6,1,0.0,1,0,1,0,0.4,3,1.3001525624773538,38.42538273589528,0,1,0,100,0.216,1,1,3,0,0,3,0,0,-1,0,-1,0,49,1,270,0.6,2,7.053,70
6,0,0.0,0,0,0,1,0.22,3,1.4716626873287586,39.25874643151777,0,0,1,100,0.216,1,23,3,0,0,2,0,0,2,0.4,-1,0,43,3,270,0.6,1,6.747,77
1,0,0.02666666666666667,1,0,1,0,2.3,3,0.8729116330851697,35.81972152665773,0,0,1,100,0.216,1,3,3,0,0,5,0,0,3,2.3,-1,0.6,75,0,220,1.7,3,16.025,65
2,0,0.01098901098901099,1,0,1,0,2.3,3,0.7291718868996917,33.884607068163916,0,1,0,100,0.216,1,0,3,0,0,5,0,0,1,2.3,-1,0,91,0,250,2,3,17.977,56
4,0,0.0,1,0,1,0,1.5,3,1.4535369612301812,39.11126408031977,0,0,1,83,0.216,1,0,3,0,0,3,0,6,4,1.5,-1,0,44,3,250,0.7,2,12.7836,83
8,0,0.0,1,0,1,0,0.35,2,0.9830118796940999,36.31293711226201,0,1,0,17,0.216,1,1,3,0,0,5,0,0,3,0.35,0.216,0,71,3,300,0.45,3,9.7852,64
3,0,0.011111111111111112,1,0,1,0,2.3,3,0.7832008905335308,34.06000809406777,0,1,0,36,0.216,1,3,3,0,0,5,0,0,2,2.3,-1,0.6,90,1,250,1.5,3,17.160999999999998,50
1,0,0.0,0,1,0,0,2.3,2,0.9222387839729567,35.96757684932673,0,0,1,50,0,1,15,0,0,0,0,0,0,0,2.3,0.216,0,74,4,220,0.32,3,15.903,29
2,0,0.017391304347826087,1,0,1,0,2.3,3,0.600272043315854,30.75373153464936,0,1,0,79,0.216,1,3,3,0,0,7,0,0,0,2.3,0.216,0.6,115,3,250,0.7,4,20.905,54
3,0,0.0,1,0,1,0,2.3,3,0.77729796589813,34.05410516943237,0,1,0,44,0.216,1,0,3,0,0,5,0,0,1,2.3,0.216,0,90,3,250,0.7,3,17.160999999999998,70
1,0,0.02702702702702703,1,0,1,0,2.3,3,0.8838799100360252,35.9292179753898,0,0,1,100,0.216,1,2,3,0,0,5,0,0,0,2.3,0.216,0,74,0,220,1.7,3,15.903,54
6,0,0.0,1,0,1,0,0.4,1,0.939221715092317,35.88603160866488,1,0,0,13,0.216,1,1,3,0,0,5,0,0,4,0.4,0.216,0,75,1,270,0.6,3,15.411999999999999,42
3,0,0.0,1,0,1,0,2.3,3,0.7943814909602075,34.89079440036706,0,1,0,100,0.216,1,0,3,0,0,6,0,0,3,2.3,0.216,0,83,3,250,0.7,3,16.2552,73
8,0,0.0,0,0,0,1,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,2,0.35,-1,0.3,48,3,300,0.45,1,5.9024,77
1,0,0.0,1,0,1,0,2.3,2,0.7154672978595696,33.50203808382062,0,0,1,89,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,94,1,220,1.7,3,18.343,61
1,0,0.0,1,0,1,0,2.3,3,1.2074134198961781,37.68161429264515,0,1,0,0,0.216,1,3,3,0,0,3,0,0,-1,0,-1,0.6,57,0,220,1.7,2,10.145700000000001,60
7,0,0.0,1,0,1,0,0.35,3,1.0978299003927219,37.266812075676164,0,1,0,50,0.216,1,0,3,0,0,4,0,0,2,0.35,-1,0,61,2,270,0.6,2,12.3168,63
3,0,0.0,1,0,1,0,2.3,0,0.7466634290291693,33.40895260164362,0,1,0,36,0.216,1,2,2,0,0,5,1,0,3,2.3,0.291,0,95,3,250,0.7,3,17.808,48
2,0,0.007462686567164179,1,0,1,0,2.3,2,0.5552875028544572,28.520844401155045,0,1,0,24,0.216,1,2,3,0,0,6,0,0,2,2.3,0.216,0,134,1,250,1.5,3,23.223,47
2,0,0.010526315789473684,1,0,1,0,2.3,4,0.7170831814730054,33.37937235408746,0,1,0,77,0.216,1,0,3,0,0,5,1,0,4,2.3,0.216,0,95,0,220,1.7,3,18.465,52
1,0,0.0,1,0,1,0,2.3,3,0.6787722887340015,31.451434736570675,0,0,1,0,0.216,1,3,3,0,0,5,0,0,1,2.3,-1,0.6,110,0,220,1.7,3,20.295,51
3,0,0.0,1,0,1,0,2.3,3,0.9152716212138368,36.152170683186405,0,1,0,89,0.216,1,0,3,0,0,3,0,0,3,2.3,0.216,0,72,3,250,0.7,2,14.831799999999998,72
7,0,0.0,1,0,1,0,0.35,2,0.5935190799754869,29.216584405642834,1,0,0,0,0.216,1,0,3,0,0,7,0,0,2,0.35,0.216,0,128,3,270,0.6,4,18.6684,58
1,0,0.01282051282051282,1,0,1,0,2.3,3,0.8795781598073064,35.520046520346156,0,0,1,50,0.216,1,3,3,0,0,5,0,0,0,2.3,0.216,0.6,78,0,220,1.7,3,16.391,49
5,0,0.0,1,0,1,0,0.68,3,0.8683677812229492,35.07670152708204,0,0,1,13,0.216,1,1,3,0,0,5,0,0,1,0.68,-1,0,82,2,260,1,3,15.7864,69
1,0,0.014285714285714285,1,0,1,0,2.3,2,0.9404813046900843,36.36160988619798,0,0,1,88,0.216,1,1,3,0,0,3,0,0,0,2.3,0.216,0,70,0,220,1.7,2,15.415,47
3,0,0.0,1,0,1,0,2.3,3,1.0268587530183284,37.03928467814921,0,1,0,100,0.216,1,0,3,0,0,3,0,0,0,2.3,-1,0,63,3,250,0.7,2,13.667199999999998,62
7,0,0.0,1,0,1,0,0.35,3,0.7768086392247988,34.293523281667554,1,0,0,67,0.216,1,1,3,0,0,4,0,0,3,0.35,0.216,0,88,3,270,0.35,2,14.8764,63
3,0,0.009615384615384616,1,0,1,0,2.3,1,0.6784934732973575,32.20675569073241,0,1,0,50,0.216,1,3,3,0,0,5,0,0,2,2.3,0.216,0.6,104,3,250,0.7,3,18.9726,53
1,0,0.014285714285714285,1,0,1,0,2.3,3,0.9784896389689124,36.39961822047681,0,0,1,38,0.216,1,17,3,0,0,6,0,0,3,2.3,0.216,0.6,70,0,220,1.7,3,15.415,51
8,0,0.0,1,0,1,0,0.35,3,0.8409125003631079,35.26853827986177,0,1,0,75,0.216,1,0,3,0,0,5,0,0,3,0.35,-1,0,80,3,300,0.45,3,11.029,67
4,0,0.0,1,0,1,0,1.5,3,0.7603402656417673,34.395437229985,0,0,1,100,0.216,1,0,3,0,0,5,0,0,0,1.5,-1,0,87,3,250,0.7,3,18.1113,64
3,0,0.017094017094017096,1,0,1,0,2.3,1,0.6427208400184418,30.552479851731224,0,1,0,0,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,117,3,250,0.7,3,20.654799999999998,59
9,0,0.0,1,0,1,0,0.2,3,1.0906186315720876,37.3365503449137,0,0,1,80,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,60,3,300,0.35,2,7.28,81
2,0,0.01020408163265306,1,0,1,0,2.3,1,0.7515037669882574,33.03802415989611,0,1,0,0,0.216,1,3,3,1,1,5,2,0,3,2.3,0.216,0.6,98,1,250,1.5,3,18.831,21
2,0,0.0,1,0,1,0,2.3,3,0.809764051392834,34.08657125492707,0,1,0,0,0.216,1,0,3,0,0,4,0,0,2,2.3,0.216,0,90,1,250,1.5,2,17.855,57
4,0,0.0,1,0,1,0,1.5,3,0.7197204196947827,33.257191119215086,0,1,0,64,0.216,1,1,3,0,0,5,0,0,1,1.5,0.216,0,96,1,250,1.5,3,19.226399999999998,51
2,0,0.0,1,0,1,0,2.3,3,0.5805625649058174,29.430084355861155,0,1,0,33,0.216,1,3,3,0,0,7,0,0,0,2.3,0.216,0.6,126,1,250,1.5,4,23.96575,45
2,0,0.009433962264150943,1,0,1,0,2.3,3,0.6944447007628415,31.969914658807163,0,1,0,10,0.216,1,0,3,0,0,6,2,0,0,2.3,0.216,0,106,3,250,0.7,4,19.807000000000002,59
2,0,0.021739130434782608,1,0,1,0,2.3,3,0.7687269351074901,33.80194732398342,0,1,0,35,0.216,1,0,3,0,0,4,0,0,1,2.3,-1,0,92,3,250,0.7,2,18.099,56
4,0,0.0,1,0,1,0,1.5,3,1.4586296164918793,38.99599964338314,0,1,0,40,0.216,1,0,3,0,0,2,0,0,-1,0,-1,0,45,3,250,0.7,1,9.7865,69
8,0,0.0,0,0,0,0,0.22,3,1.4914536872815158,39.02882371417278,0,1,0,0,0.216,1,8,3,0,0,1,0,0,-1,0,-1,0.3,45,1,300,0.45,1,5.558000000000001,70
5,0,0.0,1,0,1,0,0.68,3,0.8568163739996913,35.49728473453854,0,0,1,80,0.216,1,0,3,0,0,5,0,0,3,0.68,-1,0,78,3,260,0.4,3,15.2856,75
3,0,0.0,1,0,1,0,2.3,3,0.6680472305820754,31.19151686932765,0,1,0,0,0.216,1,0,3,0,0,6,0,0,0,2.3,0.216,0,112,1,250,1.5,3,20.0078,57
2,0,0.012345679012345678,1,0,1,0,2.3,1,0.8536317079438113,35.17238998221124,0,0,1,45,0.216,1,2,3,0,0,5,0,0,2,2.3,0.216,0,81,1,250,1.5,3,16.756999999999998,53
7,0,0.0,1,0,1,0,0.35,2,0.6207778519771493,30.170112601296577,1,0,0,12,0.216,1,1,3,0,0,6,0,0,3,0.35,0.216,0,120,3,270,0.6,3,17.91,59
3,0,0.014285714285714285,1,0,1,0,2.3,3,0.9861551853780877,36.40728376688598,0,1,0,29,0.216,1,3,3,0,0,4,1,0,3,2.3,0.216,0.6,70,3,250,0.7,2,14.573,39
1,0,0.0,1,0,1,0,2.3,3,0.7254586435176104,32.759760253849066,0,1,0,18,0.216,1,0,3,0,0,6,0,0,2,2.3,-1,0,100,0,220,1.7,3,19.075,59
2,0,0.0,1,0,1,0,2.3,2,0.7769766677350082,34.645319447963146,0,1,0,100,0.216,1,0,3,0,0,5,0,0,4,2.3,0.216,0,85,3,250,0.7,3,17.244999999999997,60
2,0,0.0,1,0,1,0,2.3,1,0.8351503655474838,34.931563274954335,0,1,0,45,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,83,1,250,1.5,3,17.000999999999998,52
1,0,0.0,1,0,1,0,2.3,3,0.8099859056825937,34.678328685910735,0,0,1,56,0.216,1,0,3,0,0,5,0,0,2,2.3,0.216,0,85,0,220,1.7,3,17.244999999999997,68
1,0,0.011363636363636364,1,0,1,0,2.3,3,0.817666405568465,34.33438104801122,0,1,0,11,0.216,1,0,3,0,0,4,0,0,1,2.3,-1,0,88,0,220,1.7,2,17.611,54
2,0,0.011494252873563218,1,0,1,0,2.3,3,0.7907237827315823,34.425820747074816,0,1,0,59,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,87,0,220,1.7,3,17.488999999999997,53
2,0,0.0,1,0,1,0,2.3,1,0.7685657407839123,34.52089673421733,0,1,0,100,0.216,1,0,3,0,0,5,0,0,4,2.3,0.216,0,86,3,250,0.7,3,17.366999999999997,61
1,0,0.014285714285714285,1,0,1,0,2.3,3,0.9501697036239033,36.37129828513181,0,1,0,75,0.216,1,3,3,0,0,4,0,0,2,2.3,0.216,0.6,70,0,220,1.7,2,15.415,44
5,0,0.0,1,0,1,0,0.68,3,0.8129842550217015,34.56531524845512,0,1,0,40,0.216,1,1,3,0,0,4,0,0,3,0.68,-1,0,86,3,260,0.4,2,16.2872,71
1,0,0.034482758620689655,1,0,1,0,2.3,3,0.7677191197921509,34.40281608413539,0,0,1,90,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,87,1,220,1.7,3,17.488999999999997,62
1,0,0.011904761904761904,1,0,1,0,2.3,3,0.7991265615459223,34.78218666735188,0,0,1,82,0.216,1,0,3,0,0,4,0,0,1,2.3,-1,0,84,0,220,1.7,2,17.122999999999998,68
1,0,0.03225806451612903,1,0,1,0,2.3,3,1.0423196052931707,37.13353086573176,0,0,1,100,0.216,1,2,3,0,0,4,0,0,0,2.3,0.216,0,62,0,220,1.7,2,14.439,48
3,0,0.0,1,0,1,0,2.3,1,1.0719192959877872,37.163130556426374,0,0,1,62,0.216,1,1,3,0,0,2,0,0,3,2.3,0.216,0,62,3,250,0.7,2,13.537799999999997,56
2,0,0.0,1,0,1,0,2.3,3,0.7515037669882574,33.03802415989611,0,1,0,0,0.216,1,2,3,0,0,6,0,0,0,2.3,0.216,0,98,3,250,0.7,4,18.831,54
5,1,0.0,0,0,1,1,0.22,2,1.2161485062258972,37.84327957906788,0,1,0,38,0.519,0,5,2,0,0,2,0,0,3,0.68,-1,0.7,55,2,300,0.32,1,8.5695,68
6,0,0.0,1,0,1,0,0.4,1,1.240778093314037,38.105883475098,0,1,0,86,0.216,1,1,3,0,0,3,0,0,2,0.4,-1,0,52,3,270,0.6,2,12.293199999999999,61
5,0,0.014705882352941176,0,0,1,1,0.68,0,0.9562636674395084,36.55444343817458,0,0,1,100,0.216,1,0,3,0,0,3,0,0,1,0.68,-1,0,68,3,260,0.4,2,10.1282,58
4,0,0.0,1,0,1,0,1.5,3,1.3001525624773538,38.42538273589528,0,1,0,100,0.216,1,0,3,0,0,2,0,0,4,1.5,-1,0,49,3,250,0.7,1,13.403099999999998,65
2,0,0.012345679012345678,1,0,1,0,2.3,2,0.8690143359559824,35.18777261022341,0,1,0,25,0.216,1,1,3,0,0,4,0,0,2,2.3,-1,0,81,1,250,1.5,2,16.756999999999998,52
1,0,0.030303030303030304,1,0,1,0,2.3,3,0.983242618670178,36.7516603560078,0,0,1,100,0.216,1,3,3,0,0,5,0,0,3,2.3,-1,0.6,66,1,220,1.7,3,14.927,64
0,0,0.0,1,0,1,0,2.3,3,0.35110333024142953,21.34735514273054,0,0,1,0,0.216,1,3,3,0,0,10,0,0,1,2.3,-1,0.6,233,0,220,1.7,5,35.301,62
7,0,0.0,1,0,1,0,0.35,4,1.1890171949316126,37.58729330513249,0,1,0,0,0.216,1,1,3,0,0,3,0,0,4,0.35,-1,0,58,2,270,0.6,2,12.032399999999999,69
8,1,0.0,0,0,0,0,0.22,2,1.2755777192201172,38.31066560527065,0,0,1,100,0.216,1,8,3,0,0,2,0,0,-1,0,-1,0.3,50,3,300,0.21,1,6.132000000000001,80
1,0,0.0,1,0,1,0,2.3,3,1.1087364661572472,37.35466817949885,0,0,1,57,0.216,1,2,3,0,0,4,0,0,3,2.3,-1,0,60,0,220,1.7,2,14.195,64
5,0,0.024390243902439025,1,0,1,0,0.68,3,0.4565931019408651,25.62944873048833,1,0,0,36,0.216,1,0,3,0,0,9,0,0,2,0.68,0.216,0,164,3,260,0.4,5,26.0528,67
9,0,0.0,1,0,1,0,0.2,3,0.7515037669882574,33.03802415989611,1,0,0,0,0.216,1,0,3,0,0,6,1,0,2,0.2,-1,0,98,1,300,0.35,3,13.659999999999998,66
0,0,0.006097560975609756,0,0,1,0,2.3,0,0.44855955543063086,25.621415183978094,0,0,1,50,0.216,1,17,3,0,0,5,0,0,4,2.3,0.216,0.6,164,0,220,1.7,4,26.883,43
4,0,0.0,1,0,1,0,1.5,3,0.9904138222720741,36.41154240377997,0,1,0,23,0.216,1,1,3,0,0,4,0,0,3,1.5,-1,0,70,3,250,0.7,2,16.005,67
9,0,0.0,1,0,1,0,0.2,3,0.7446725254335922,33.654912494505574,0,1,0,58,0.216,1,0,3,0,0,4,0,0,3,0.2,-1,0,93,3,300,0.35,2,12.942499999999999,74
7,0,0.0,1,0,1,0,0.35,2,1.0874238958754434,37.17863515631402,1,0,0,43,0.216,1,1,3,0,0,6,0,0,1,0.35,-1,0,62,1,270,0.6,3,14.0451,7
6,1,0.0,1,0,1,0,0.4,3,0.8215391389642486,34.689881919192395,0,0,1,40,0.216,1,0,3,0,0,5,0,0,3,0.4,-1,0,85,3,270,0.35,3,16.768,75
3,0,0.0,1,0,1,0,2.3,3,0.8606100049676272,35.50107836550648,0,0,1,75,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,78,3,250,0.7,3,15.6082,70
3,0,0.0,1,0,1,0,2.3,3,0.8795781598073064,35.520046520346156,0,0,1,50,0.216,1,0,3,0,0,4,0,0,3,2.3,-1,0,78,3,250,0.7,2,15.6082,75
2,0,0.012987012987012988,1,0,1,0,2.3,3,0.904480315814408,35.64882563718777,0,1,0,31,0.216,1,0,3,0,0,6,1,0,2,2.3,-1,0,77,0,220,1.7,3,16.269,59
5,0,0.0,1,0,1,0,0.68,2,1.1475939137509006,37.62179478649987,0,1,0,75,0.216,1,1,3,0,0,3,0,0,4,0.68,-1,0,57,3,260,0.4,2,12.6564,63
2,0,0.021739130434782608,1,0,1,0,2.3,3,0.7653129978311269,33.79853338670706,0,1,0,40,0.216,1,0,3,0,0,5,0,0,4,2.3,-1,0,92,0,250,2,3,18.099,57
5,0,0.0,1,0,1,0,0.68,3,1.226456410523379,37.77682522485763,0,1,0,0,0.216,1,0,3,0,0,3,0,0,3,0.68,-1,0,56,2,260,1,2,12.5312,68
3,0,0.0,1,0,1,0,2.3,3,0.7726383558924067,34.40773532023564,0,1,0,83,0.216,1,26,3,0,0,5,0,0,0,2.3,0.216,0,87,3,250,0.7,3,16.7728,64
7,0,0.008695652173913044,1,0,1,0,0.35,2,0.6481661279596667,30.801625619293176,1,0,0,7,0.216,1,1,3,0,0,6,0,0,3,0.35,0.216,0,115,3,270,0.6,3,17.436,59
2,0,0.0,1,0,1,0,2.3,3,0.7943314646802131,33.827551853556145,0,1,0,0,0.216,1,17,3,0,0,3,0,0,2,2.3,0.245,0.6,92,3,250,0.7,2,18.099,61
4,0,0.0,1,0,1,0,1.5,3,0.8717608497534146,35.718231179731646,0,1,0,88,0.216,1,0,3,0,0,5,0,0,4,1.5,-1,0,76,3,250,0.35,3,16.7484,73
8,0,0.0,0,0,0,0,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,-1,0,-1,0.3,48,1,300,0.45,1,5.9024,80
4,0,0.0,1,0,1,0,1.5,3,1.125844864415194,37.44812481263763,0,1,0,57,0.216,1,1,3,0,0,3,0,0,1,1.5,0.216,0,59,3,250,0.7,2,14.6421,60
2,0,0.0,1,0,1,0,2.3,3,0.887815325748636,35.206573600016064,0,1,0,0,0.216,1,2,3,0,0,5,0,0,3,2.3,0.216,0,81,3,250,0.7,3,16.756999999999998,66
2,0,0.01098901098901099,1,0,1,0,2.3,3,0.7946903213731508,33.950125502637384,0,1,0,10,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,91,0,250,2,3,17.977,57
4,0,0.0,1,0,1,0,1.5,3,1.1465317766902607,37.696900591024516,1,0,0,100,0.216,1,0,3,0,0,2,0,0,-1,0,-1,0,56,3,250,0.7,1,10.575199999999999,72
0,0,0.018518518518518517,1,0,1,0,2.3,3,1.186371502359529,37.891249714499274,0,0,1,100,0.216,1,17,3,0,0,3,0,0,2,2.3,-1,0.6,54,0,220,1.7,2,13.463000000000001,64
5,0,0.0,1,0,1,0,0.68,3,0.8485406278406269,35.3834203559558,0,1,0,78,0.216,1,1,3,0,0,4,0,0,1,0.68,-1,0,79,2,260,1,2,15.4108,66
5,1,0.0,0,0,1,1,0.22,2,1.5539061292224554,39.631638597105166,0,1,0,83,0.519,0,5,2,0,0,2,0,0,4,0.68,-1,0.7,41,2,260,1,1,6.8909,71
2,0,0.0,1,0,1,0,2.3,1,0.8411854829620499,35.37606521107723,0,1,0,88,0.216,1,3,3,0,0,5,0,0,3,2.3,0.216,0.6,79,3,250,0.7,3,16.512999999999998,54
8,0,0.0,0,0,0,0,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,-1,0,-1,0.3,48,1,300,0.45,1,5.9024,80
1,0,0.011627906976744186,1,0,1,0,2.3,3,0.7685657407839123,34.52089673421733,0,0,1,100,0.216,1,0,3,0,0,5,0,0,0,2.3,-1,0,86,0,220,1.7,3,17.366999999999997,67
1,0,0.011904761904761904,1,0,1,0,2.3,3,0.8600878074513412,34.8431479132573,0,1,0,0,0.216,1,3,3,0,0,3,0,0,0,2.3,-1,0.6,84,0,220,1.7,2,17.122999999999998,39
1,0,0.015384615384615385,1,0,1,0,2.3,2,1.0267489881097192,36.877912205351706,0,0,1,63,0.216,1,1,3,0,0,3,0,0,2,2.3,0.216,0,65,0,220,1.7,2,14.805,56
3,0,0.0,1,0,1,0,2.3,3,0.7917003836160941,34.54403137704951,0,1,0,69,0.216,1,0,3,0,0,5,0,12,0,2.3,-1,0,86,4,250,0.7,3,16.6434,76
1,0,0.011627906976744186,1,0,1,0,2.3,3,0.8343709470621185,34.58670194049553,0,0,1,11,0.216,1,3,3,0,0,5,0,0,3,2.3,-1,0.6,86,0,220,1.7,3,17.366999999999997,48
3,0,0.0,1,0,1,0,2.3,3,0.9259826571988997,36.162881719171466,0,1,0,75,0.216,1,0,3,0,0,3,0,0,4,2.3,-1,0,72,3,250,0.7,2,14.831799999999998,68
3,0,0.0,1,0,1,0,2.3,1,0.9385251364037311,35.78499546638196,0,0,1,0,0.216,1,3,3,0,0,4,0,0,3,2.3,-1,0.6,76,1,250,1.5,2,15.3494,44
8,0,0.0,1,0,1,0,0.35,3,0.9067027924257864,36.143601854398355,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,0.35,-1,0,72,3,300,0.45,3,9.923399999999999,70
1,0,0.009433962264150943,1,0,1,0,2.3,3,0.6737677321220354,31.949237690166356,0,0,1,40,0.216,1,2,3,0,0,5,0,0,3,2.3,-1,0,106,0,220,1.7,3,19.807000000000002,58
6,0,0.0,0,1,1,0,0.4,1,0.9038423900918785,35.750312720070106,0,0,1,45,0.216,1,17,3,0,0,4,0,0,3,0.4,0.216,0.6,76,3,270,0.35,2,15.5476,64
3,0,0.0,1,0,1,0,2.3,2,0.9207796572657654,36.06281690761425,0,0,1,67,0.216,1,1,3,0,0,4,0,0,0,2.3,-1,0,73,3,250,0.7,2,14.961199999999998,59
5,0,0.0,1,0,1,0,0.68,3,0.8594122052793651,35.60375752665272,0,1,0,90,0.216,1,1,3,0,0,4,1,0,3,0.68,0.216,0,77,3,260,0.4,2,15.1604,67
5,0,0.0,1,0,1,0,0.68,3,0.8997112035884774,35.64405652496184,0,1,0,37,0.216,1,2,3,0,0,5,0,0,1,0.68,-1,0,77,3,260,0.4,3,15.1604,70
5,0,0.0,1,0,1,0,0.68,3,0.8438203745788687,34.71216315480701,0,1,0,10,0.216,1,2,3,0,0,5,0,0,1,0.68,0.216,0,85,3,260,0.4,3,16.162,58
8,0,0.0,0,0,0,0,0.22,3,1.3257522247784554,38.54547436058921,0,0,1,100,0.216,1,8,3,0,0,1,0,0,-1,0,-1,0.3,48,1,300,0.45,1,5.9024,80
3,1,0.0,0,0,1,0,2.3,0,0.8460353484316281,35.16479362269906,0,1,0,56,0.519,0,5,2,0,0,5,0,0,4,2.3,-1,0.7,81,1,250,1.5,3,15.996399999999998,42
