AGE_INDEX,ENERGY_TARIFF,EXTENSION_COUNT,FROM_MAIN_SYSTEM,HW_GAS,HAS_TANK,FLAT_TOP_STOREY,FLOOR_U_VALUE,HOT_WATER_ENERGY_EFF,INTERNAL_LIGHTING,INTERNAL_GAINS,IS_DETACHED,IS_END,IS_MID,LOW_ENERGY_LIGHTING,MAIN_FUEL,MAINS_GAS_FLAG,MAIN_HEATING_CONTROLS,MAINHEAT_ENERGY_EFF,MECHANICAL_EXTRACT,MECHANICAL_SUPPLY,NUMBER_HEATED_ROOMS,NUMBER_OPEN_FIREPLACES,PHOTO_SUPPLY,ROOF_ENERGY_EFF,ROOF_U_VALUE,SECONDHEAT_DESCRIPTION,TEMP_ADJUSTMENT,TOTAL_FLOOR_AREA,WALLS_ENERGY_EFF,WALL_THICKNESS,WALL_U_VALUE,WET_ROOMS,WINDOW_AREA,CURRENT_ENERGY_EFFICIENCY
7,0,0.0,1,0,1,0,0.35,3,1.5454375646533576,39.646914273554174,0,0,0,100,0.216,1,1,3,0,0,2,0,0,-1,0,-1,0,40.85,3,270,0.6,1,7.065105000000001,73
9,0,0.0,1,0,1,0,0.2,3,0.6189767928830541,30.189751625282696,1,0,0,16,0.216,1,0,3,0,0,8,0,0,3,0.2,-1,0,119.82,3,300,0.35,4,16.791169999999997,73
7,0,0.0,1,0,1,0,0.35,2,0.9242362089058845,36.09492505217265,0,1,0,67,0.216,1,0,3,0,0,5,0,0,4,0.35,-1,0,72.7,3,270,0.6,3,13.42596,65
7,0,0.013812154696132596,1,0,1,0,0.35,3,0.9277203204777825,36.12689526939844,0,1,0,67,0.216,1,0,3,0,0,5,0,0,4,0.35,-1,0,72.4,3,270,0.35,3,13.39752,72
3,0,0.010218679746576743,1,0,1,0,2.3,3,0.6814050244560707,32.98553985906228,0,0,1,100,0.216,1,0,3,0,0,6,0,0,3,2.3,0.216,0,97.86,1,250,1.5,3,18.178084,58
3,0,0.0,0,0,0,0,2.3,0,0.8634411050058538,35.00479786312796,0,0,1,12,0,1,15,0,0,0,0,0,0,2,2.3,-1,0,82.6,3,250,0.7,3,16.203439999999997,29
7,0,0.0,1,0,1,0,0.35,3,0.759680773683418,33.19696032219698,0,0,1,0,0.216,1,1,3,0,0,5,0,0,3,0.35,-1,0,96.8,3,270,0.4,3,15.710639999999998,70
7,0,0.013812154696132596,1,0,1,0,0.35,2,0.9277203204777825,36.12689526939844,0,0,1,67,0.216,1,1,3,0,0,5,0,0,4,0.35,-1,0,72.4,3,270,0.6,3,13.39752,66
7,0,0.0,1,0,1,0,0.35,3,1.0899199288911305,37.258902104174574,0,0,1,60,0.216,1,0,3,0,0,4,0,0,4,0.35,-1,0,61,3,270,0.6,2,12.3168,73
3,0,0.0,1,0,1,0,2.3,3,1.1461823967584703,37.602911029190544,0,1,0,71,0.216,1,0,3,0,0,3,0,0,4,2.3,0.216,0,57.23,3,250,0.7,2,12.920561999999999,70
3,0,0.0,1,0,1,0,2.3,2,0.9585653693225074,35.98630294878118,0,1,0,0,0.216,1,1,3,0,0,4,0,0,2,2.3,0.216,0,74.18,3,250,0.7,2,15.113892,60
5,0,0.0,1,0,1,0,0.68,1,0.6385609690946776,30.444222285453705,1,0,0,0,0.216,1,2,2,0,0,5,0,0,3,0.68,0.216,0,117.861,3,260,0.4,3,20.2761972,48
2,0,0.0,1,0,1,0,2.3,3,0.9830696771236078,36.52008011096809,0,1,0,54,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,68.7,3,250,0.7,3,15.2564,61
3,0,0.0,1,0,1,0,2.3,3,0.8481116578703443,34.67483558698267,0,1,0,0,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,85.36,3,250,0.7,3,16.560584,67
5,0,0.0,1,0,1,0,0.68,3,0.6675524442616219,31.608095424231653,1,0,0,27,0.216,1,0,3,0,0,6,0,0,3,0.68,-1,0,108.66,3,260,0.4,3,19.124232,65
2,1,0.0,1,0,1,0,2.3,1,0.810506233651657,34.63027760953266,0,1,0,50,0.216,1,2,3,0,0,5,0,0,3,2.3,0.216,0,85.42,3,250,0.7,3,17.296239999999997,56
9,0,0.0,1,0,1,0,0.2,3,0.6570234392717968,31.922395008887662,1,0,0,64,0.216,1,0,3,0,0,6,0,0,3,0.2,-1,0,106.08,3,300,0.35,3,14.819479999999999,77
1,0,0.028070175438596492,1,0,1,0,2.3,3,0.9864098865071523,36.29325016564198,0,1,0,8,0.216,1,0,3,0,0,4,0,0,3,2.3,-1,0,71.25,0,220,1.7,2,15.567499999999999,51
4,0,0.01527650473571647,1,0,1,0,1.5,3,1.02997281842248,36.84325996720606,0,1,0,50,0.216,1,0,3,0,0,3,1,0,3,1.5,-1,0,65.46,3,250,0.7,2,15.442494,69
5,0,0.0,1,0,1,0,0.68,3,1.1069105001927022,37.39565603756874,0,1,0,71,0.216,1,1,3,0,0,3,0,0,3,0.68,-1,0,59.44,3,260,0.4,2,12.961887999999998,73
2,0,0.025913449080072554,1,0,1,0,2.3,3,0.9175557483226567,35.64333142698109,0,1,0,11,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,77.18,1,250,1.5,3,16.29096,48
8,0,0.0,1,0,1,0,0.35,3,1.065440241482041,36.85717925621164,0,1,0,0,0.216,1,0,3,0,0,5,0,0,3,0.35,-1,0,65.72,3,300,0.45,3,9.055503999999999,67
9,1,0.0,0,0,0,0,0.2,1,1.0854551353273694,37.27605702835105,0,0,1,71,0.519,0,6,1,0,0,3,0,0,-1,0,-1,0.3,60.72,3,300,0.35,2,7.362656,70
2,0,0.0,1,0,1,0,2.3,3,0.6910267789758836,33.178436515352665,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,96.4,3,250,0.7,3,18.6358,72
4,0,0.021537798836958864,1,0,1,0,1.5,3,0.7878826644699018,33.715383109663115,0,1,0,0,0.216,1,0,3,0,0,4,0,0,1,1.5,0.216,0,92.86,1,250,1.5,2,18.837353999999998,66
5,0,0.0,1,0,1,0,0.68,3,1.2071993075423098,37.9904424273475,0,0,0,100,0.216,1,1,3,1,0,2,0,0,-1,0,0.216,0,53.01,3,260,0.4,1,8.330899,71
2,0,0.01506364389545831,1,0,1,0,2.3,3,0.5356041604303249,28.633225850857325,0,1,0,62,0.216,1,1,3,0,0,8,0,0,2,2.3,0.216,0,132.77,3,250,0.7,4,23.072940000000003,71
3,0,0.0,1,0,1,0,2.3,1,0.8280174909751247,34.633870119054045,0,1,0,25,0.216,1,3,3,0,0,4,0,0,0,2.3,-1,0.6,85.54,1,250,1.5,2,16.583876,35
3,0,0.0,1,0,1,0,2.3,3,0.7620661994510551,34.30254557230919,0,1,0,89,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,87.8,3,250,0.7,3,16.87632,67
3,0,0.01027326895418122,1,0,1,0,2.3,3,0.7300954231624507,33.09959771718546,1,0,0,36,0.216,1,1,3,0,0,6,0,0,3,2.3,0.216,0,97.34,3,250,0.7,3,18.110796,67
4,0,0.0,1,0,1,0,1.5,3,0.8755467958549036,35.429556798872774,0,1,0,44,0.216,1,1,3,0,0,4,0,0,0,1.5,-1,0,78.82,1,250,1.5,2,17.097797999999997,51
3,0,0.0,1,0,1,0,2.3,3,0.8043447463314709,34.89174125273383,0,1,0,86,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,83.08,3,250,0.7,3,16.265552,73
4,0,0.015450935554147803,1,0,1,1,1.5,1,1.0013519042223293,36.87533739930664,0,0,1,100,0.216,1,3,3,0,0,3,0,0,0,1.5,-1,0.6,64.721,3,250,0.7,2,11.200495700000001,52
4,0,0.01221538160852145,1,0,1,0,1.5,3,0.8754701819213618,35.09891096546657,1,0,0,6,0.216,1,2,3,0,0,4,0,0,2,1.5,-1,0,81.864,3,250,0.7,2,17.4749496,63
2,0,0.0,0,0,0,0,2.3,0,0.7766757097466909,33.51484533087502,0,1,0,0,0,1,15,0,0,0,0,0,0,3,2.3,-1,0,94.39,3,250,0.7,3,18.39058,32
4,0,0.0,1,0,1,1,0.22,3,1.2559149336533986,38.21898295185965,0,0,1,100,0.216,1,0,3,0,0,3,0,0,4,1.5,-1,0,50.83,1,250,1.5,2,10.204511,72
2,0,0.015211439002129602,1,0,1,0,2.3,2,1.039060430941889,36.82913763962181,0,0,1,33,0.216,1,2,3,0,0,4,0,0,1,2.3,-1,0,65.74,0,220,1.7,2,14.89528,54
3,0,0.012722646310432571,1,0,1,0,2.3,3,0.8508130922612612,35.42813083526244,0,1,0,80,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,78.6,3,250,0.7,3,15.685839999999999,70
2,0,0.0,1,0,1,0,2.3,3,0.7025869930901122,33.40222044140553,0,1,0,100,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,94.7,0,250,2,3,18.4284,55
4,0,0.01169453865045024,1,0,1,0,1.5,3,0.7726635224156765,34.58199753773977,0,1,0,100,0.216,1,1,3,0,0,5,0,0,3,1.5,0.216,0,85.51,3,250,0.7,3,17.926689,61
2,0,0.0,1,0,1,0,2.3,3,0.844194384614105,35.308470246931435,1,0,0,75,0.216,1,1,3,0,0,4,0,0,3,2.3,0.216,0,79.66,1,250,1.5,2,16.593519999999998,54
3,0,0.0,1,0,1,0,2.3,3,1.4555561720938008,39.17676378181677,0,0,0,100,0.216,1,14,3,0,0,2,0,0,-1,0,-1,0,43.5,3,250,0.7,1,10.04535,70
1,0,0.01589825119236884,1,0,1,0,2.3,3,1.0283830485436738,37.04873813169319,0,0,1,100,0.216,1,3,3,0,0,3,0,0,0,2.3,-1,0.6,62.9,0,220,1.7,2,14.5488,65
4,0,0.0,1,0,1,0,1.5,3,1.032914381771675,36.93707704051631,1,0,0,67,0.216,1,0,3,0,0,3,0,0,3,1.5,0.216,0,64.35,3,250,0.7,2,15.304965,66
3,0,0.0,1,0,1,0,2.3,3,1.9928447329062196,42.47270610169815,0,0,0,100,0.216,1,0,3,0,0,2,0,0,-1,0,-1,0,31.36,3,250,0.7,1,9.631376,70
3,0,0.009193711501333088,1,0,1,0,2.3,1,0.6684974320315995,31.595234757162093,0,1,0,25,0.216,1,1,3,0,0,6,0,0,0,2.3,0.216,0,108.77,3,250,0.7,3,19.589837999999997,46
2,0,0.0,1,0,1,0,2.3,3,0.8398630880383682,35.03595764994259,0,0,1,50,0.216,1,0,3,1,0,5,0,0,3,2.3,0.216,0,82.11,3,250,0.7,3,16.89242,66
5,0,0.0,1,0,1,1,0.22,1,0.8290170970896739,34.521706839780364,0,0,1,12,0.216,1,3,3,0,0,4,0,0,2,0.68,0.216,0.6,86.51,2,260,1,2,12.347549,63
5,0,0.0,1,0,1,0,0.68,2,1.5046998552835178,39.29178359947253,0,0,1,60,0.216,1,0,3,1,0,2,0,0,3,0.68,-1,0,43,3,260,0.4,1,10.9036,58
2,0,0.0,1,0,1,0,2.3,1,0.8194731269685126,35.1206665780513,0,1,0,89,0.216,1,1,3,0,0,5,0,0,4,2.3,0.216,0,81.16,0,250,2,3,16.776519999999998,47
3,0,0.0,1,0,1,0,2.3,2,0.8220550002904862,35.24968077978915,0,0,1,100,0.216,1,0,3,0,0,5,0,0,2,2.3,-1,0,80,3,250,0.7,3,15.866999999999997,68
4,1,0.0,0,0,1,0,1.5,2,0.8340160348061425,34.86485447004857,1,0,0,40,0.519,1,5,2,0,0,3,0,0,0,1.5,0.216,0.7,83.58,3,250,0.7,3,17.687562,41
3,0,0.0,1,0,1,0,2.3,3,0.8424724058807671,34.70389027266775,0,0,1,11,0.216,1,1,3,0,0,5,0,0,3,2.3,-1,0,85.06,1,250,1.5,3,16.521763999999997,59
2,0,0.0,1,0,1,0,2.3,3,0.7103514935651394,33.54770504250077,0,1,0,100,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,93.59,3,250,0.35,3,18.29298,66
2,0,0.008922198429693077,1,0,1,0,2.3,3,0.6615027265530465,31.17504320227657,0,1,0,9,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,112.08,3,250,0.7,3,20.54876,66
10,0,0.0,1,0,1,0,0.2,3,0.8688176440176764,35.77771065402236,0,0,0,100,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,75.38,3,300,0.3,2,9.045623999999998,81
3,0,0.0,1,0,1,0,2.3,2,0.7678315667039738,34.10257532857863,0,1,0,62,0.216,1,1,3,0,0,4,0,0,3,2.3,0.216,0,89.52,1,250,1.5,2,17.098888,47
2,0,0.0,1,0,1,0,2.3,3,0.7855796180113848,34.768639723817344,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,84,3,250,0.7,3,17.122999999999998,69
4,0,0.0,1,0,1,0,1.5,3,1.2017600913290187,37.69344591604186,0,0,1,12,0.216,1,2,3,0,0,4,0,0,3,1.5,-1,0,56.77,2,270,0.8,2,14.365803,69
4,1,0.0,1,0,1,0,1.5,3,0.6470587693613837,31.24385162258655,1,0,0,36,0.216,1,2,3,0,0,5,0,0,3,1.5,0.216,0,111.41,1,250,1.5,3,21.135699,49
3,0,0.0,1,0,1,0,2.3,3,0.9452625219720131,36.182161583944584,0,1,0,50,0.216,1,0,3,1,0,4,0,0,3,2.3,-1,0,72,3,250,0.7,2,14.831799999999998,65
4,0,0.0,1,0,1,0,1.5,3,1.0493658393136547,37.07637237758551,0,1,0,75,0.216,1,2,3,0,0,4,0,0,3,1.5,-1,0,62.816,3,250,0.7,2,15.1149024,67
10,0,0.0,1,0,1,0,0.22,3,0.8462846744083224,35.53475161058342,0,0,0,100,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,77.54,3,300,0.3,2,9.293592,84
6,0,0.0,1,0,1,1,0.22,3,1.0979022791285031,37.44680725290902,0,1,0,100,0.216,1,0,3,0,0,3,0,0,2,0.4,-1,0,58.65,3,270,0.35,2,7.54515,74
1,0,0.0,1,0,1,0,2.3,1,1.1735401451303893,37.60217789896092,0,0,1,29,0.216,1,3,3,0,0,4,0,0,0,2.3,0.216,0.6,57.6,0,220,1.7,2,13.9022,38
4,0,0.0,1,0,1,0,1.5,3,0.6386632006314762,30.995016175924306,1,0,0,33,0.216,1,2,3,0,0,5,0,0,3,1.5,0.216,0,113.35,3,250,0.7,3,21.376064999999997,65
10,0,0.0,1,0,1,0,0.2,3,0.8222461925213618,35.25203304459091,0,0,0,100,0.216,1,0,3,0,0,3,0,0,-1,0,-1,0,79.98,3,300,0.3,2,9.573704,83
2,0,0.0,1,0,1,0,2.3,3,0.7698007239856932,34.05627896972573,0,1,0,56,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,89.92,3,250,0.35,3,17.84524,71
3,0,0.01838674683288286,1,0,1,0,2.3,3,0.6421242710511528,31.56835965009447,1,0,0,64,0.216,1,0,3,0,0,6,0,0,3,2.3,0.216,0,108.774,3,250,0.7,3,19.5903556,67
3,0,0.0,1,0,1,0,2.3,3,0.9067027924257864,36.143601854398355,0,1,0,100,0.216,1,0,3,1,0,4,0,0,3,2.3,-1,0,72,3,250,0.7,2,14.831799999999998,67
2,0,0.010802635843145728,1,0,1,0,2.3,3,0.7900450135896165,33.753255451711325,0,1,0,0,0.216,1,1,3,0,0,5,0,0,4,2.3,0.216,0,92.57,3,250,0.7,3,18.16854,56
4,0,0.0,1,0,1,0,1.5,1,0.9751891729024615,36.2308400760459,0,1,0,14,0.216,1,3,3,0,0,3,0,0,3,1.5,0.216,0.6,71.8,3,250,0.7,2,16.22802,57
2,0,0.028812908182865922,1,0,1,0,2.3,3,0.674629473383137,32.18771039566209,0,1,0,55,0.216,1,2,3,0,0,6,0,0,3,2.3,0.216,0,104.12,3,250,0.7,3,19.577640000000002,62
4,0,0.00938790837401427,1,0,1,0,1.5,1,0.6868509802691829,31.89670515158669,0,1,0,17,0.216,1,3,3,0,0,6,0,0,2,1.5,-1,0.6,106.52,3,250,0.7,3,20.529828,52
3,0,0.0,1,0,1,0,2.3,3,0.7530907169472136,34.28169312795227,0,1,0,100,0.216,1,0,3,0,0,5,0,0,0,2.3,0.216,0,87.9,3,250,0.7,3,16.88926,66
3,0,0.0,1,0,1,0,2.3,3,0.9032011764781529,36.11183472163852,0,1,0,100,0.216,1,0,3,0,0,4,0,0,3,2.3,0.216,0,72.3,3,250,0.7,2,14.870619999999999,72
2,0,0.0,0,0,0,0,2.3,0,0.8141581866714773,34.55715446652436,0,1,0,37,0,1,15,0,0,0,0,1,0,3,2.3,-1,0,86.08,3,250,0.7,3,17.376759999999997,26
3,0,0.0,1,0,1,0,2.3,3,0.8156676857906164,34.704757180640435,0,1,0,50,0.216,1,0,3,1,0,5,0,0,3,2.3,0.216,0,84.82,3,250,0.7,3,16.490707999999998,65
6,0,0.0,1,0,1,0,0.4,3,0.8689248683337625,35.778819032722936,1,0,0,100,0.216,1,1,3,0,0,3,0,0,2,0.4,-1,0,75.37,3,270,0.6,2,15.462171999999999,66
5,0,0.0,0,0,0,1,0.22,3,2.102875783400258,42.99205639555066,0,0,0,50,0.216,1,8,3,0,0,1,0,0,4,0.68,-1,0.3,30.33,3,260,0.4,1,5.611567,79
3,1,0.010766580534022395,0,0,1,0,2.3,0,0.7636263026380502,33.68866179996604,0,1,0,33,0.519,0,5,2,0,0,3,0,0,3,2.3,-1,0.7,92.88,3,250,0.7,3,17.533672,53
3,0,0.0,1,0,1,0,2.3,2,0.8240496927274186,35.010116965838215,0,1,0,70,0.216,1,2,3,0,0,4,0,0,2,2.3,-1,0,82.2,3,250,0.7,2,16.15168,55
1,0,0.011321181931393637,1,0,1,0,2.3,3,0.7864084047735802,34.26381768817722,0,0,1,50,0.216,1,2,3,0,0,6,0,0,4,2.3,0.216,0,88.33,0,220,1.7,3,17.65126,55
5,0,0.0,0,0,0,1,0.22,3,2.1473886145963212,43.03656922674673,0,0,0,0,0.216,1,8,3,0,0,1,0,0,4,0.68,-1,0.3,30.33,3,260,0.4,1,5.611567,76
3,0,0.012132977432661975,1,0,1,0,2.3,3,0.8183000202142445,34.97980563236257,1,0,0,75,0.216,1,0,3,0,0,4,0,0,2,2.3,0.216,0,82.42,3,250,0.7,2,16.180148,66
3,0,0.0,1,0,1,0,2.3,3,0.8994971193151734,36.07779843870534,0,0,1,100,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,72.62,3,250,0.7,3,14.912028,68
2,0,0.0,1,0,1,0,2.3,3,0.7602633071982039,33.94733940798598,0,1,0,60,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,90.74,3,250,0.35,3,17.945279999999997,66
3,0,0.0,1,0,1,0,2.3,3,0.7809866337696405,34.59148085999866,0,1,0,89,0.216,1,1,3,1,0,5,0,0,3,2.3,-1,0,85.5,3,250,0.7,3,16.578699999999998,66
5,0,0.0,0,0,0,1,0.22,3,2.09891119401461,42.963115497768946,0,0,0,50,0.216,1,8,3,0,0,1,0,0,4,0.68,-1,0.3,30.39,3,260,0.4,1,5.618761000000001,77
3,0,0.016801075268817203,1,0,1,0,2.3,3,0.5782924375907031,30.24225464494231,0,1,0,83,0.216,1,0,3,0,0,6,0,0,3,2.3,-1,0,119.04,1,250,1.5,3,20.918775999999998,60
2,0,0.0,1,0,1,0,2.3,3,0.7752698612306722,33.89168430660539,0,1,0,33,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,91.32,3,250,0.35,3,18.016039999999997,65
3,0,0.0199654597546245,1,0,1,0,2.3,3,0.7334453948188534,32.74588890624606,0,1,0,5,0.216,1,0,3,0,0,5,1,0,2,2.3,-1,0,100.173,1,250,1.5,3,18.477386199999998,51
2,0,0.0,1,0,1,0,2.3,3,0.8522270004066808,35.27985277990535,0,1,0,60,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,80,3,250,0.7,3,16.634999999999998,71
4,1,0.0,0,0,1,0,1.5,2,0.9456842283663857,36.47238764225754,0,1,0,100,0.519,0,5,2,1,0,3,0,0,3,1.5,-1,0.7,68.817,3,250,0.7,2,15.858426299999998,52
3,1,0.0,0,0,1,0,2.3,2,0.9410283342897899,36.143988927738945,0,1,0,50,0.519,0,5,2,1,0,3,0,0,3,2.3,-1,0.7,72.36,3,250,0.7,2,14.878383999999997,60
3,0,0.0,1,0,1,0,2.3,3,1.5189360120809183,39.35502016846197,0,1,0,57,0.216,1,0,3,1,0,3,0,0,3,2.3,-1,0,42.64,3,250,0.7,2,11.032615999999999,65
4,0,0.010097950116126426,1,0,1,0,1.5,3,0.7345240581619904,32.89127439520541,0,1,0,14,0.216,1,0,3,0,0,7,0,0,2,1.5,-1,0,99.03,3,250,0.7,4,19.601817,67
3,0,0.010629251700680272,1,0,1,0,2.3,3,0.7743778570449746,33.551027644778976,0,1,0,6,0.216,1,0,3,0,0,6,0,0,3,2.3,0.216,0,94.08,3,250,0.7,3,17.688951999999997,66
3,0,0.0,1,0,1,0,2.3,1,0.798295155118245,34.70349171839332,0,0,1,75,0.216,1,3,3,0,0,5,0,0,1,2.3,0.216,0.6,84.68,1,250,1.5,3,16.472592,51
2,0,0.0,1,0,1,0,2.3,3,0.9479403777936933,36.16224025723543,0,1,0,43,0.216,1,0,3,0,0,3,1,0,4,2.3,0.216,0,72.24,3,250,0.7,2,15.688279999999999,65
2,0,0.0118962645729241,1,0,1,0,2.3,2,0.8595519205830697,34.83576677998801,0,1,0,0,0.216,1,1,3,0,0,5,0,0,2,2.3,0.216,0,84.06,1,250,1.5,3,17.130319999999998,45
3,0,0.0,1,0,1,0,2.3,2,0.9259196623445007,35.857793553895974,0,1,0,29,0.216,1,2,2,0,0,4,0,0,3,2.3,-1,0,75.15,3,250,0.7,2,15.23941,47
3,0,0.0,1,0,1,0,2.3,3,0.8134226573224482,34.67253118657859,0,1,0,50,0.216,1,0,3,1,0,5,0,0,3,2.3,-1,0,85.08,3,250,0.7,3,16.524351999999997,66
2,0,0.0,1,0,1,0,2.3,3,0.8631378880166628,34.88489448551303,0,1,0,0,0.216,1,0,3,1,0,5,0,0,2,2.3,0.216,0,83.66,3,250,0.7,3,17.081519999999998,67
4,1,0.0,0,0,1,0,1.5,2,1.4356538568572257,38.915871495839255,0,0,1,50,0.519,0,5,2,1,0,2,0,0,3,1.5,-1,0.7,45.5,3,250,0.7,1,12.969449999999998,59
3,0,0.0,1,0,1,0,2.3,2,0.8069335645776516,34.57791047793859,0,1,0,50,0.216,1,1,3,0,0,5,0,0,4,2.3,0.216,0,85.84,3,250,0.7,3,16.622695999999998,66
4,0,0.010611205432937183,1,0,1,0,1.5,3,0.7489692358115462,33.505765425214484,1,0,0,40,0.216,1,1,3,0,0,5,0,0,3,1.5,-1,0,94.24,3,250,0.7,3,19.008336,67
9,0,0.0,1,0,1,1,0.22,3,0.7052112505490012,32.064038210171574,1,0,0,0,0.216,1,2,3,0,0,4,0,0,3,0.2,-1,0,105.34,3,300,0.35,2,12.485032,77
2,0,0.0,1,0,1,0,2.3,3,0.9276333711994582,36.17766643187596,0,1,0,75,0.216,1,0,3,1,0,4,0,0,3,2.3,-1,0,71.86,3,250,0.7,2,15.641919999999999,67
3,0,0.0,1,0,1,0,2.3,2,0.8593734483574589,34.833305469744154,0,0,1,0,0.216,1,1,3,0,0,5,0,0,3,2.3,0.216,0,84.08,3,250,0.7,3,16.394952,64
2,0,0.0,1,0,1,0,2.3,3,0.7705672075843862,34.55085525249178,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,85.76,3,250,0.7,3,17.33772,73
2,0,0.0078125,1,0,1,0,2.3,3,0.5871751572267125,29.21024048289406,0,1,0,10,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,128,1,250,1.5,3,22.491,60
2,0,0.0,1,0,1,0,2.3,3,0.811533065257324,34.64520497972696,0,1,0,50,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,85.3,3,250,0.7,3,17.281599999999997,72
3,0,0.0,1,0,1,0,2.3,1,0.9233689671652322,35.89399162887072,0,1,0,38,0.216,1,1,3,0,0,3,0,0,3,2.3,0.216,0,74.76,1,250,1.5,2,15.188944,48
3,0,0.0,1,0,1,0,2.3,3,0.6816333842331485,32.710881556976375,0,1,0,80,0.216,1,0,3,0,0,6,0,0,0,2.3,0.216,0,100.04,3,250,0.7,3,18.460176,64
2,0,0.0,1,0,1,0,2.3,1,0.7950884870383653,33.84056607992539,0,1,0,0,0.216,1,3,3,0,0,5,0,0,3,2.3,0.216,0.6,91.9,1,250,1.5,3,18.0868,46
3,0,0.0,1,0,1,0,2.3,2,0.8152084755715172,35.06568318256302,0,1,0,89,0.216,1,1,3,0,0,5,1,0,3,2.3,0.216,0,81.62,3,250,0.7,3,16.076628,61
4,0,0.0,1,0,1,1,0.22,3,0.921351738313843,35.811188584379074,0,0,0,29,0.216,1,1,3,0,0,5,0,0,0,1.5,-1,0,75.57,1,250,1.5,3,11.978368999999999,54
4,0,0.008833141948591115,1,0,1,0,1.5,0,0.6617285021631014,31.03536752138097,1,0,0,0,0.216,1,0,3,0,0,6,0,0,2,1.5,-1,0,113.21,1,250,1.5,3,21.358718999999997,49
2,0,0.01239003840911907,1,0,1,0,2.3,3,0.840416762965823,35.19090949606193,0,1,0,67,0.216,1,0,3,0,0,4,0,0,2,2.3,0.216,0,80.71,3,250,0.7,2,16.72162,67
3,0,0.0,1,0,1,0,2.3,3,0.7817702284134189,34.71451873198814,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,84.44,3,250,0.7,3,16.441536,73
4,0,0.0,1,0,1,0,1.5,3,0.841095451634297,35.163142699020035,0,1,0,62,0.216,1,0,3,0,0,3,0,0,3,1.5,-1,0,80.97,3,250,0.7,2,17.364183,73
2,0,0.0,1,0,1,0,2.3,3,0.8861081444826359,35.9509327723547,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,73.8,3,250,0.7,3,15.878599999999999,73
3,0,0.010888501742160278,1,0,1,0,2.3,3,0.7899598390667539,33.84278804739502,0,1,0,8,0.216,1,1,3,0,0,4,0,0,3,2.3,-1,0,91.84,3,250,0.7,2,17.399096,63
2,0,0.0,1,0,1,0,2.3,3,0.7766365885918894,34.640363276765,0,1,0,100,0.216,1,0,3,1,0,5,0,0,3,2.3,0.216,0,85.04,3,250,0.7,3,17.24988,69
4,1,0.0,0,0,1,0,1.5,1,1.3472847370362058,38.58649373992212,0,0,1,80,0.519,0,5,2,1,0,2,0,0,3,1.5,-1,0.7,47.8,3,250,0.7,1,13.25442,57
2,0,0.0,1,0,1,0,2.3,3,0.9384605950320727,36.12056373928865,0,1,0,50,0.216,1,0,3,1,0,4,0,0,3,2.3,-1,0,72.58,3,250,0.7,2,15.729759999999999,65
3,0,0.0,1,0,1,0,2.3,3,0.707463121265102,33.494033907226154,0,1,0,100,0.216,1,0,3,0,0,5,0,0,3,2.3,-1,0,94,3,250,0.7,3,17.6786,70
2,0,0.0,1,0,1,0,2.3,3,0.8297734113957475,34.90136925822331,0,1,0,50,0.216,1,0,3,0,0,5,0,0,3,2.3,0.216,0,83.22,3,250,0.7,3,17.027839999999998,71
4,1,0.0,0,0,1,0,1.5,1,1.327060276483473,38.55163470001889,0,1,0,100,0.519,0,5,2,0,0,2,0,0,3,1.5,-1,0.7,47.95,3,250,0.7,1,13.273005000000001,53
2,0,0.0,1,0,1,0,2.3,3,0.7218044016956018,33.043547276061624,0,1,0,44,0.216,1,0,3,0,0,3,0,0,3,2.3,-1,0,97.72,3,250,0.7,3,18.79684,64
2,0,0.010803802938634399,1,0,1,0,2.3,1,0.7374621078492509,33.701902853201645,0,1,0,73,0.216,1,3,3,0,0,6,0,0,3,2.3,0.216,0.6,92.56,3,250,0.7,3,18.16732,58
